Sentiment,Expression
4,"@priyankarocks  i went thru my own arranged marriage partner searching rigmarole. Eventually, fell in love along the way! "
4,"@oprah, nite! that's a really cute pup by the way. "
4,"Home, about to put on some jams. I'm not tired but I am lonely. :/ TONIGHT WAS AMAZING!!! "
4,"@Debgraper thanks deb, even if you did get me sick I still love you anyway "
4,"@landaux For some reason or another, I feel I have maybe seen you somewhere. Hope you're having a good night, thanks for following me. "
4,"@madly59 The honor is mine! Didn't hop to the bed, just toppled over &amp; my wife had to help me to the hospital "
4,"had a great time with anna, eryn, damion and kyle  ... love u guys"
4,"@jbidjbidjbid should have joined gabs and i for dinner. we had yummy salads!  we were so tempted to get fries &amp; burgers, but we didn't! =]"
4,"@thespunkyone  nah, its supposed to be 80 on Monday "
4,"@bethanyactually oh man, now you have me craving brownies!  "
4,"@cynthiapang yes, the only one he wasnt making a face  wait until I tell u the drama from the game. omg."
4,"finally going to bed, after watching Oprah talk about Twitter  Fun stuff!"
4,"@awaman sort of. kind of. not really. but, it's nothing to worry about. "
4,"@tinaconnolly tyra certainly helps to inflate his head. i swear, those two make love with their eyes all the time. "
4,"is having a tough time getting all this uni work, she rather run away to new york and become a famous photographer right now. "
4,"@pastorwillymax same here. i still think, personally, that montana would be a great sticks location  that's just me thinking though."
4,"just finished 3 hours of piano playing...fingers are starting to feel good again, not so much of a struggle.  Fantasie here I come again!!"
4,"Hello everyone, my first tweet  Just been setting up my new pink netbook"
4,"103 followers, my bus number! - cheerthebold: Kelsey was right! Being welcomed does make you feel special  http://tumblr.com/xfk1m02g1"
4,"Well I passed my criterion. I would say it's a relief, but it's never really over  On to the floor...."
4,"@NicLinkletter oh wow, it looks sweet.  check it out!"
4,"@ugleecrissie hey miss crissie, thanks! didn't want to miss out! let's see if I get hooked too. "
4,"EYE CANDY &lt;3 Chris is mad awesome and sexy in this song, same with Emma and of course JOSE like all the other songs "
4,"@joeyalarilla hmm, hard to think of anyone bigger than @oprah, hehehe. Most likely stars with a lot to say, maybe Paris Hilton "
4,"@30SECONDSTOMARS, Just at home with my puppy watching happy gilmore haha. He just got headbutted by bob barker. THE PRICE IS WRONG, BITCH "
4,"@divabat Hahahaaaaa! I'd like to meet your Mum someday, and talk about Oprah with her, Her likes and Dislikes, and here her opinion on it "
4,"Sleep mode initiated...long day ahead. Hopefully new things to share tomorrow. Anyone want to see anything at the MK, let me know. "
4,"http://twitpic.com/3i9b1 - Petting my virtual iPet, Puddles, and my real dog, Norman "
4,"I am three parts beer, three parts wine and two parts champagne. What's that ringing in my ears?  Nice wedding.  "
4,"Went bowling with my cousins Jenn and Natalie. We made complete fools of ourselves, haha and Natalie got embarassed  mission accomplished"
4,"just read some twilight, gonna watch a movieeeee "
4,"Hmmm. Peter, I suggest you listen to 'Yasashii Ii Ko Ni Narenai' from me. You deserve it. "
4,"is having a tough time getting all this uni work done, she rather run away to new york and become a famous photographer right now. "
4,"@Bronques yea, im a photog in LA. dance music.  http://nightmoves.me"
4,"@iluvwentzXstump HAHAHA, ah too late. lmao. WELL, okay see i only watched some &amp; OMG, it looks freaking amazing  wait, wanna hang 2morrow?"
4,"@michaelgrainger thanks 4 asking, Always blessed here Michael, no complaints...older I get, the less needed...simplification is the key! "
4,"Because of the smoke damage, we're staying in a hotel for a week while the house gets cleaned. Adventures to be had "
4,"Managed a quick nap. J made breakfast. Bal Harbour today for gift certificate shopping and lunch. Nice family day, fingers crossed  #fb"
4,"@Thomaserb man taking your time or what??  LOL LOL, just kidding, i know how it goes man, LOL "
4,"washing up donee, farrr to much effort! for 106 a week it would be awful nice to have a dish washer "
4,"@dawak just can't find books for it, so I hope Profs know where to look "
4,"@hattiehattie prepared as requested, sadly my discipline failed me. It was very nice, if that's any consolation "
4,"Tutoring was good; then met Dave and went for a wander. Good stuff. Catch up with emails etc now, then Script Frenzy writing "
4,"@southplatte  We faced some fearsome weather, but the Lord was with us! Pray we have a great day as our AGF/MOSAIC teens perform today! "
4,"Yankees lost their first home game at their new stadium, conceding 10 home runs ! wow ! Wish I could have seen that hehehe, (Boston fan) "
4,"@imrananwar But because they have on all the viewpoints, I am *forced* to get educated "
4,"@thetechnewsblog - I have to agree with your post Jim. I have definitely modified my use of Twitter, although I have not reset to zero "
4,"@JackieRipper Haha Oh, one of the tumblr peeps I follow posted that link. Never heard the term 'sharted' before now... "
4,"Time for a shower and french toast. No, not together. "
4,"@KathleenOrland Well my family is Jamaican ... so we don't do too much of the southern cooking, mostly Island food "
4,"I am in work very bored, and decided to make this "
4,"@thehrmaven - reading some student posts, make some comments ,offer some perspective, sort of me subbing out what I am supposed to do "
4,"@JTSpurs behind the curve John, its all about @friendfeed now  Twitter, facebook, flickr, youtube, google reader all updates in one place"
4,"@Vangelus mmmm Coca-Cola in a glass bottle,oh so good!! "
4,"Bad is good sometimes i think? No wait that was bad is just bad, i am confused now "
4,"@thisisjaymo my god, really dunno!! Videos videos videos pleaseeeee!! "
4,"@amysav83 Drove the other car yesterday and my foot didn't do well when braking lol,think it'll be better tomorrow. Boy racer me, no "
4,"DJ RIPPS up now, living up to his name. Get locked "
4,"Beer garden, and Templeton  Pek, just what the doctor ordered "
4,"@kpoozie  i love you with all my heart, kingberly. ;)"
4,"@Rootclip btw heard of you thru Brea Grant's site, so she deserves the credit "
4,"@cityrat59 if it flow I should know, right!? ;) how are you mate? "
4,"@lady_in_red Hi, hope you are well? send me a dm if you like? "
4,"@GregorVucajnk Nice idea. Thanks for a tip. The question now is, who uses the Twitter and delvers the food in or around Ljubljana "
4,"it's a beautiful day, mashallah "
4,"@Dannymcfly i bet it loves you to, how was give it a name?  going to it tomorrow x"
4,"@princess_kessie @loneleyaesthetic really not bothered, drove well considering brain condition. Am now at windermere. "
4,"@jdarlinghess it's a great day 4 it, say hello to Jack 4 me "
4,"@garymurning Still, it's great! Got to link us to it once it's done. "
4,"Okay, now time for coffee. "
4,"@ThelastDoctor Yup!  He calls me &quot;little minion&quot; or ??.  I have my own special nicknames, hee!"
4,"Kids gone, husband gone, house to myself, life is good. "
4,"@Natallini Great weather here too... so excited  sunscreen, yes... must remember that too!"
4,"@Shainalynn not andrew's. Pax  but yep, i'm gonna feel so refreshed."
4,"@angiemartinez Sooooooooooooooo lucky!!  Its pretty nice in London today, but id still prefer to be in NYC!"
4,"@juliebenz I'm wishing you lots of fun at the convention,lovely meetings with your fans+friends.I think a few of our JMfanboard are there "
4,"New friends, I bloom Lotuses; Souls just like you  http://cli.gs/TZHUvr Tell me about YOU..."
4,"@glazou the laconi.ca part? if the case, really really cool "
4,"Sitting in a classroom w/ computers is counter-productive, especially on the last day of CLASS   Hoping to make it home in time for Game 2"
4,"@Badass4hire i hope not i've got a prom to go tonight, but when it does hit me i know who to come after, you better watch out sir "
4,"@jandrick hmm.. .I may have to pull the battery on my Storm on a regular basis, but have never had a button fall off "
4,"Having some kind of creative trance at the moment. Listening music, writing and trying to ignore annoying relatives in the same room. "
4,"@jimmycarr you're funnier than jack black, don't worry "
4,"Sittin' here, chillin' and talkin'.  Not a bad way to start a Saturday "
4,"@idsharman oh, brilliant. thanks "
4,"Getting ready for the basketball game. You're my hero, Bond. (Yes, her name really is Bond. Isn't that cool?!?!) "
4,"good morning   busy day, much to do with no energy to do it, lol"
4,"If I understand correctly, BIG-IP uses Linux to boot the platform, and load the software. So Linux is central to the device working, no? "
4,"@spacejock Yeah, that's more the cheap I am thinking of.   I have an M500."
4,"@billbeckett if there is any crowd surfing you might get kicked in the face, but it doesn't hurt too bad. "
4,"@alexknowshtml you think that's scary, think about the fact that your mom &amp; most journalists have the same depth of understanding "
4,"okay, my ipod has been synced. FINALLY. so happy now.     anywho. painting brothers house STILL tomorrow. then relaxing.  "
4,"truth be told, im a gossiping, dont give a shit''ing'', myspace lurking, big boobed, slut.. "
4,"@imycomic As I just commented on the blog re the expo, I cannot wait  Hi btw! *waves*"
4,"watching Britney Spears on Velvet Channel (ohkayy..) &amp; excited to surf tom!  now, can i still paddle out? Holy smokes!"
4,"Good morning, everyone! Happy Saturday  Started it with a ban muffin and coffee. Getting ready for the day now."
4,"@culturevultures great idea, will retweet the questions and answers "
4,"Okay, stopped watching the match, came down and put on Last.fm "
4,"@nicksantino its my bff's birthday today, hang out with us before the show...  407 718 4468!"
4,"@sarahstanley Maybe the gun shots are part of the course, just to motivate everyone to run faster?  "
4,"@maynaseric I'm a huge fan of his too ... thanks, because I wouldn't have known he was on here if I hadn't seen your tweet "
4,"@FakerParis hey Paris! looks as if you've been blipping, i'll check 'em out! "
4,"Gonna start to get ready for the concert tonight. You're gonna rule, Hammey!  Break a leg. ...Now, what am I gonna wear?"
4,"Exhausted, up waaaay too late last night. But it was fun "
4,"did you noe, i love when its getting warmer out! &lt;3 ! "
4,"@jonrhoads Naples FL, and it was great "
4,"Good morning!  sun still shining but...birds ain't chirping..caprices ain't boomin, no crackheads beggin.....must be Saturday..."
4,"Heading to Burbank, CA - first class upgrade for the first leg of the trip "
4,"@redambition huzzah! wine always helps. btw - your cupcakes were nom today - didn't have a chance to chat to ya, oh vells. "
4,"@markmcnulty cool, looking forward to seeing it.  Have a good gig at the Academy tonight, sooooo envious! "
4,"Coming home from Jax, sitting in the airport now. "
4,"Playing my guitar... My cousin were here less than one hour ago, he�s just the best! "
4,"Had to happen, @Oprah is on twitter, and only after 24 hours, she's got 260,371 followers and counting...  You go girlfriend!"
4,"Drivinggg withh them&lt;3 goodmorning j,c,c,and,a "
4,"At the pub, just got a beer and sat down outside when a huge cloud came overhead, too stubborn to go back inside "
4,"Yay Gossip Girl starts on German TV right now!! YAY  So gonna watch it now, an then 90210.. yay "
4,"@iamdakota - huge fan of yours! wonderful actress  k so my cousin is ur twin, ever wonder if theres someone in the world who looks like u?"
4,"@Lark_vamp_ Hi Lark! No, I didn't! "
4,"Ayan was nice n COAS was hilarious! Couldnt catch a third mvie though, race 2 d witch mountain. "
4,"@samuraifrog - Bloodhound? That one is pretty benign, but annoying. No viruses for Linux, but unfortunately, Linux sucks. "
4,"Just in from shopping, got a litre of Jack Daniels "
4,"@ShellyKramer @Pixeljunkie202  Me, definitely in my dreams  LOL"
4,"@wubomei Oh, I like that one, but I have bad associations with Cincinnati. Hmmm, maybe I'll give it a shot, though. It's a full song. "
4,"@ellylaine thanks Elly, it was a lovely run in the sunshine, although got quite hot, still better than the rain! "
4,"out to breakfast andd car shopping with my daddddy ,hopefully bringing it home "
4,"@LaughingLeaf Im so proud of my son, still remember lil leaf falling off my branch, making his father proud! "
4,"i get my puppy this morning!  i had the wierdest dream about blink 182. mark hoppus was the sweetest guy ever, haha."
4,"Downloaded Portable Ubuntu in just over five minutes. File size was nearly 500mb. Gosh, I &lt;3 @Orcon! "
4,"just finished 1 section of ma corsework out of 5, its took me 3 hours and i need it finished today "
4,"Have a great day, Jen.  &quot;Somebody&quot; had me up early because she was hungry...it's Saturday.  "
4,"now I'm bored, I have no-one else to talk to. might go bother Demi xD @ddlovato 15th june! hopefully i'll meet my idol!  I LOVE YOU! &lt;3"
4,"@FearMediocrity : Well, I try. Working around 4 kids has forced me to develop focusing skills "
4,"@BastetAsshur  WELCOME, following you too!! "
4,"done as much promotion as i can. phewwww  now, i can do work."
4,"@anniemal That sounds just about perfect. Stick with it, and make it a habit.  Bravo!"
4,"@larainefan ...so I guess I did find something interesting  I hope she lets me put my feet up, too.. . lol"
4,"lol. yeah not much, watching skins and beboing (is that even a word...?). you?? "
4,"@mokargas ditto, 'cept replace 11:30 with 12:15am "
4,"I think I know what I am doing now. Of course, not like my brother.  Where are you Ben? I need my first follower."
4,"@imshannonrose hey Shannon, can ya let go of a couple tix??  haven't seen ya in a while, and it would give me an excuse to get out  "
4,"@shemah yes Shemah, by Jim Dale.. "
4,"going to work now, look at my stuff to do with new york later "
4,"So yeah, my White Rabbit costume was a hit at the club last night.  Props to @adamsbox on the terrific job he did on my makeup."
4,"@Lark_vamp_ You can soon change that, and I think it's beautiful!  "
4,"@imalexevans hi alex  im doing a dinner party project  for school, and i picked you as my 'celeb' i was wondering if i can ask you Qs's?"
4,"@mlewis106 Everything is as normal, AppStore and iTunes all work fine "
4,"Happy Birthday to @RhonM!!! Hope it's an awesome day, babe. "
4,"@willeagle Yes, there will be moderations done this weekend. our mod team is reviewing this afternoon. "
4,"can't wait for the exams, "
4,"@BuddingWino Hey Thx for the #followfriday shout out!  Back at ya, my fellow wino!  "
4,"Awake, feeling again like someone beat me up. Getting ready to perform for Fling on the lower quad stage "
4,"Lets jst say watch ths space, i LOVE the wrld of posibilities, makes life wrth livin  30/10/07"
4,"@justjennyxo bless you, the boards are basically the forums. not the ST just the message boards. JOINNNN! "
4,"@arifgan no idea, I've never been to vancouver "
4,"Okay, I have had my occasional rant. I'm sorry for the noise it created. Sorry. *hugs* love ya Tweeps!  sorry, ok? Still, #TwitterFonPwns!"
4,"Update on At&amp;T U-Verse Onsite guy was supposed to show up at noon yesterday, calls @ 5pm. FAIL! What they don't know, I fixed it myself "
4,"mmmmmmmm, whoever invented starbucks should win an award "
4,"@ekampf Well, i only like the &quot;Laphroaig&quot;. Other than that,well....she's right "
4,"OK. OK. I get it now!! Thanks! I'm nodding, smiling, and LISTENING!!! Thanks for clueing me in... my wife is going to be VERY grateful! "
4,"@tamre good, there's no other way to be.  "
4,"@BevyJean72 Graceland's nice...a little gaudy, but nice  "
4,"@thidaa Yeah, you just &quot;update&quot; what you are doing. It's fun, i promise.. Like, what are you doing right now? Let me know! "
4,"mo mam, this is the 2nd sat that i have off! "
4,"@drTana amen sister! i'm getting requests for bacon and blueberry french toast.  I do ONE SHOW today... catch it, then be gone with you "
4,"Good mornin folks, I think I'll make a couple of home made egg mcmuffins to go with this excellent coffee on this clear sunny 58* mornin "
4,"Off to hillbilly days with Eric, Mom and my aunt!  Be back later!"
4,"Alpha-version of client released, you know where to get it "
4,"@mileycyrus listening to the HM movie soundtrack,, don't walk away when i'm talking to you, love it.. "
4,"@jboyle1970 If only I had access to an indoor pool  it's been cold for too long here for outdoor, &amp; none of the pools r 4 lap swimming!"
4,"@themidnightace for the asheville win, s'ok if your not from asheville though, we claim everyone cool "
4,"Hey everybody! Have a great Saturday, because I will "
4,"many congrats to the kimmels  beautiful wedding, great times"
4,"Good Mourning from the sisters. P stayed the night, it was nice. and GO ADAM, good luck with the bartending "
4,"@ChGMo where is that, please tell me - though not 40+ it sounds like a joint for me! "
4,"@IsabellaSky Am I that antisocial? ) I actually had this for ages, but I left it, then I'm back! "
4,"@Incisive1 ahhh, I feel extra special now  THANK YOU lol x"
4,"@Lark_vamp_ *hugs* Its no poblem, like I said, it's the least we could do "
4,"MarkFerSureTip #6- When Ex Bf's call saying they love you say &quot;Sorry your love is no longer required here, thank you&quot; and hang up "
4,"Come on Posh , need to win this afternoon "
4,"@guykawasaki For those of use tryin' to get in shape, do you have veggiebacon.alltop.com ? "
4,"@cat_piano YES TO SPILL! Fiona, you MUST come! Angus will be making a wee appearance too. It would be a pleasure to see you!  xxx"
4,"me and the rainbow [directeur, does this count?  ] [pic] http://ff.im/-2cxls"
4,"http://tiny.cc/OSXkw 44,253 views "
4,"@khristopherr well, those are hashtags, but I dont use them, so i'm not sure why you're asking me "
4,"@TheLooseCannon Peace Bro, so far so good today - how are you? "
4,"very excited for PRAUM today. not &quot;prom&quot;, but PRAUM. "
4,"@cgbeattie my word, i dare not ask what set off that line of enquiry "
4,"Thanks again Renee,mfor the followfriday. You were my very first @dittoshadow on Twitter. "
4,"@lyndsey21090 Lyndseykins, I have so much to tell you.  I MISS YOU!  What time should I come tomorrow?  I'm so excited to see you. "
4,"Very much enjoyed Harold and Maude at the Bijou last night, and the great company "
4,"@LookNoHands no, I took my NEW Acer Aspire One netbook that weighs in at 2.3 lbs "
4,"@ekstedman It's okay... as of tomorrow, I'll have the house to myself. "
4,"@iheartshaleh  Boo to me and smash having girls night!? lol well, come on down, then! we welcome visitors! "
4,"@brianwilliams Brian, You're welcome. The Saturday is starting off good. Getting ready for dance class. My Daughter is 2 1/2 yrs old. "
4,"@asinglewahm Good morning! Ooh, thank you! Nice to experience ppl being happy to see you!  O thank you. So far, so good! You, too!"
4,"up... having coffee, Saturday gig today...  Good thing too... cuz were outta bread!!! lol..."
4,"after all the blood, action and gore of resident evil 2...its time to watch norbit on HBO... Eddy Murphy rocks "
4,"Yo yo, The Sims 2 time! "
4,"@shabooty understandable lol well, I wanna see it  waiting patiently..."
4,"I'm trying to figure out how to send a message to Deb on here!  Hey Deb Deb Deb!  Hmm... over to facebook, I go! "
4,"@ohsoretro  catty food shopping, vitamin C shopping, trimming of my hair"
4,"i'm hella happy. packing, dinner, the sam's coming over "
4,"@HannaK30 Which game? the guys game right?    our game was brilliant, we won Rakvere JK 7:1, my first game in league."
4,"@guykawasaki For those of us tryin' to get in shape, do you have veggiebacon.alltop.com ? "
4,"@Rosaapril I know I am, I want to teach others! "
4,"@lottiej_ yea! the video, Susan's performance, my mum, and the whole social media hype, uff, some things are moving on there "
4,"@Dannymcfly I bet you would love Sweden then ;) GET YOUR ASSES OVER HERE, WILL YOU? pleeeeaaase "
4,"@suey_xo lol oo i should do, im suprised uve not messaged him yet, i thought u were the ultimate speidi fan!  xx"
4,"That's all I remember from Alice in Wonderland.  It creeped me out.    Yeah, I'm a dork. "
4,"wOOt!!  finally able to open the windows and air out the house!!  Spring is close, I can feel it!!  "
4,"Noticed there's no teevee in my new place, very worried but up for the challenge "
4,"get's to see a Mike soon, yay! "
4,"Still surviving without my Charter Cable DVR box... life is hard.  Luckily, cable guy comes between 1:00 and 3:00 this afternoon."
4,"eating chocolate and listening to beethoven, nice "
4,"watching dawson's creek, 90s flashback "
4,"Our dog's, Bono, crazy dance / mini &quot;exorcism&quot; HAHA! Not scary at all  http://tinyurl.com/dfvcw6"
4,"@LucasCruikshank Hey, lucas. your videos rock "
4,"@jojo_1785 Hey... go for it! If you got it, flaunt it! Go forth and date "
4,"Soakin in the sunshine, I'd have my windows open, but the grass is getting mowed... what a nice problem to have "
4,"&quot;Be yourself, everyone else is already taken&quot; "
4,"Why doesn't it rain when i've atlast purchased my long term wish, a TRANSPARENT UMBRELLA "
4,"Asking Theresa for help, I am such a dork! "
4,"@william_control  Im trying to win one of your paintings right now on ebay,your very talented "
4,"@AddictedToJones Urg, I haven't seen them at all. One day I will! Not only will, but must "
4,"Oh, life, you're such a riot. And I'm loving it. "
4,"@andreaLG Chocolate chai is sooo yummy! Alas, another month of no caffeine or dairy for me so I'll live that vicariously through you! "
4,"@Spoonsie oh my no! that would attract the wrong crowd, wouldn't it? #nocoffeeorshoppingnekkid "
4,"Good morning, Twitterbugs. I'm feeling very inspired today... it feels good! "
4,"Okay, have torn apart my work. Fresh coffee &amp; peanut butter toast then I'll try and put it back together again. Only less crap this time "
4,"@aveight hello, DH...i'm practicing my french with you! "
4,"@mreding TuneBuds Mobile are not part of the TuneBuds sale. However, you can use TWITTERAPRIL and save 20% "
4,"@DebraSanborn Maybe your student last night wanted to be like this guy: http://bit.ly/fIvLn He sticks stuff up his nose, too. "
4,"Daughter @ skating, Son @ LaX, Baby eating breakfast, Me packing a fabulous order   Good Saturday Morning!"
4,"Enough politics for a while. Nothing new, so PAD blames Anupong for the entire mess, plus Suthep+Newin. Going for a bike ride "
4,"@dandelions8910 lol  unfortunately, my second thought was &quot;crap I have work in 3 hours&quot;"
4,"continuing my work in the garden. #haiku � earth, plants, wet stone, breeze / oh lovely analog world / scratched and dirty hands "
4,"@Luiiziinhu heeey  , how are you?"
4,"I woke up at my cousins house this morning, now im at home and I have done 1 and a 1/2 piece's of coursework. "
4,"@ScotMcKay LOL, oxymoron ADHD and Yoga "
4,"@jhillstephens Aaaw, that's nice "
4,"Bailout scheme at IIT Madras: If you don't get a good job after B.Tech, opt in for a masters and spend an year more "
4,"@Eat_Real OMG that sounds amazing. I'm not sure my son is a raspberry fan, but maybe I should make that version just for me sometime! "
4,"shower, homework then volunteering "
4,"@LiliCosic I cant quite make rice,I always get it wrong-too soggy or burnt;i'll try again today "
4,"Just woke up to find out that the budget passed 149-0 at 5 am. Way to go, House! "
4,"Parts of Colorado get up to 3 feet of wet, heavy snow today. Roofs collapse in Boulder, avalanches close highways. Happy Spring all! "
4," I really don't deserve him. Isn't it funny how you realize who really cares? He says he &quot;wuvs&quot; me, well I think I might love him."
4,"Maybe Genghis Grill, then 17 Again? Oh, I hope so "
4,"@imrananwar Correct, my friend. Ocean is ocean. Accept no substitutes "
4,"Not off to pickless no more, off to steves farm for a while  Mum &amp; Dad gone into leeds, brother workin, so am all alone!"
4,"@aplusk Just saw an ad on a digital billboard here in Columbus, OH saying: Follow Ashton on Twitter ;) That's interesting "
4,"is awake, videogames, then finishing my chem project  feels a good day coming on. yayy JCA in a fewww"
4,"Reading The Host and having some brand new fun ideas for my novel. Also, I had a brilliant idea to something real new. "
4,"@ddlovato london apple shop gig i hope and pray i win tickets  your amazing, my inspiration! come to the UK more often we love you here "
4,"@CrosbySHo87 wow, that's nice of you!  thanks!   let's see what your little birds can do when they come to the city of brotherly hate "
4,"@jamiebentley   birds nest works for me - that's enough of a picture!  Btw, you're sporting a nice, short cut!"
4,"@SweetLisi Maybe!  I've got a paper to work on, so maybe I'll try that while I'm awake. I'm having trouble trying to sleep still."
4,"so today sometime i would like to get 2 new books, haunted &amp; the reader. "
4,"@jcsextro that actually might be a good idea - his former hobby had him building a still... no seriously, a still like a moonshiner "
4,"@ZFGokuSSJ1 QLive is awsume-I played Q3A since day one and the beta, I went to the Australian Q3A launch with Tim Willits "
4,"@Isak gr8, thx. most of my college friends R moving back 2 uni 2day so it's lk a big reunion after the easter break. plus the sun is out. "
4,"@GDhuyvetter did I really use the word &quot;hate&quot; ?  I do believe any company in &quot;communication&quot; should be good at it, some are not."
4,"@SweetLisi I hope you have better luck, though!  "
4,"Hello Bud wins Scottish grand National, there was a streaker on the course "
4,"@lancearmstrong Awww!  It's a GREAT snowman!  Good job, kids!  "
4,"@DeniseMM I know... It's an ugly thing. And, I'm seeing others getting it now too. NOT good. Thanks for sticking w/ me! "
4,"@kkassu Yep, you got it right!  i hope all of them are waiting me back!! cuz i miss all of them "
4,"Goodmorning, every1! Rejoice! Today is a new day, and all ur troubles R in the past.  There R so many birds w/ distinct songs outside. Aww"
4,"@addanaccity Hopefully, one of my nightly prayers "
4,"Relaxing before guests come, hope everyone likes  the food ( I know Morton won't) have made plain rice for him "
4,"@marginatasnaily lol im gaining followers!!! going to walk the doggy, will b back later to continue this divine chat  x"
4,"Earlier, I was served by a cashier named Sunshine. What an interesting name. Maybe I should call myself, 'Raindrop' or 'Rainbow'. "
4,"@ohanne 'm not sure, first time playing it "
4,"@Dannymcfly Coool, you love Amsterdamm ! &lt;3 "
4,"@edwinland Poor dead Edwin Land.   It was um.. #Polaroid, I believe. ;)"
4,"@mrjcampbell I'm pro-active, but comical. "
4,"@justinlathrop depends on the spell. If theyre like making cookies appear and giving u the ability to fly, its all good  otherwise, hide"
4,"wrapping up last minute details of the FE, heading out to Lowes and Office Depot, and having some fun with my girls! "
4,"@maniar Thanks!  I hope this works, that we can get a network of EC users who will not show paid ads "
4,"finding Joy on twitter, first laugh ever from twitter! thanks "
4,"@littlefurybug It's been fab thanks, &amp; absolutely gorgeous!  how's yours been? x"
4,"Heading off to the ASPCA Wag-n-Walk. Here's hoping the weather changes. It's a good cause so the weather should be nice, right? "
4,"@EverywhereTrip I realize its much different than Namibia but the Sonoran Desert photographs amazingly, too! Come out to Scottsdale "
4,"@AfricanABC its what twitter is for love, your outlet. Don't even apologise "
4,"@MissRich Was she the one on J Ross last night?  If so, then dear god how dull music is nowadays....and interviews, bring back Olly Reed. "
4,"@JoshPyke, Radio 2 session was beautiful.  "
4,"@MCHammer they dont show live-baseball in germanTV,but we love football(you call it:soccer)and my favrouite team,the HSV is in the final4 "
4,"@ven_online giniling = grinded in filipino + arias, middle name )  No prob ;) We just need to upload things like pictures then promote! "
4,"@thaosunny  Yeaaa manng , sorry i couldnt come tho (N) but i hope you had fun without me "
4,"It's not even 8am, I'm in love with Saturday mornings!!!! "
4,"ok, so.. &quot;Organaut&quot; sounds great, great presets but the VST parameters engine is a bit flacky :/ so... guess I'll mention &quot;VH-1&quot; instead "
4,"@johnny_trouble i like the spoken word, thank you "
4,"@whereivebeen Las Vegas, of course... but I'm a bit partial! "
4,"@Lurtz Yep, that's what I did.  Even got a picture of him finishing too!"
4,"ew, 'cyber-judging' just cause i like to wear converse. if you haven't got anything nice to say to me, don't say anything at all! thanks "
4,"@alittlebit I like, esp the commentry about your skiing trip (White out), must have been a lovely feeling "
4,"but nonetheless, i had a good time with them again today. "
4,"such a nice day today, life esss guuuud "
4,"Leaving simcoe, off to guelph to write the chem final, and then . . . FREEDOM!!!!!!   "
4,"Yeah! I&quot;m makin moonay!! For the record, I'm a receptionist at a Botox/ cosmetic office- FUUNNN. "
4,"had fun at last nights Reedemer auction, and snagged a couple awesome deals for a great cause! I'm ready for today "
4,"@Emsy Thank you, ma'am! I always wondered about that.   I'm still schlumping around here finishing breakfast and reading the paper..."
4,"@nickraes poor you, your tweeps are all with you^^try to be patient...I know, I wounldnt stay calm in that situation "
4,"@girl2008 Artfire? Slow, but I just had a sale. I'm hopeful. "
4,"@shane_hall Congrats, man.  "
4,"Hello everyone! It's cold windy and raining here. a SUPER day!  I have an all day webinar training on Bizpack, so will be back late."
4,"@Erika_Soto why not? U better expect that  it all sounds fun, Enjoy!"
4,"shower, than out to do some shopping at ma fav store.. urban outfitters "
4,"@james__taylor no i didnt win, cuz i did go to bed when he had 49,750 followers or something.. but i was so sleepy so i had to go to bed "
4,"Getting ready for work, hope it was as smooth as yesterday. XD going to gym this evening "
4,"@savestheclash Seems like that should be an easy answer to people problems, Wear Shorts! "
4,"beer and olives and songs, oh my! "
4,"@dcbrowngurl find opportunities to share where you wouldn't have thought to before, it breaks the pattern, shifts the vibration "
4,"hannah montana movie with Joe Jonas Milton, her sister, and her sister's friend whose brother can't tell us apart......should be fun "
4,"Just wake up,because at 11 im going to the beach fun but im going to come back exhauted well im ready for breakfast "
4,"@carolynpeck you're amazing, Ms. Peck  pleasure to follow you here"
4,"@butadream hey, you are welcome here anytime, I'd be honoured to make dinner for you "
4,"NotThat'Nilla making croissants, coffee and eggs. Naked. "
4,"Hanging out with @ServingHumanity this weekend ~ Learning some fun, funky, Pranic Healing stuff "
4,"@Fearnecotton Can you play Sexy, No No No by Girls Aloud? plskthx!  Jen (Hartlepool)"
4,"oh what a beautiful morning, oh what a beautiful day "
4,"@shashib I'm smart and FAR from Rich. But Rich is subjective. Rich in friends I am. Rich in money? Nope.   Morning, Shashi!"
4,"@veganboy 8... I was so close, might crawl back into bed "
4,"I was fucking her husband on the couch while they wrestled. they'd wrestle, fuck, wrestle, fuck. while we did our sexy grind 20 ft away "
4,"@paintedheartsx: yes, bright blue sky all day! I can't do much more than enjoy it!  How is your weather? (:"
4,"guess who has a swollen neck/shoulder again?? hmmmm must have been from carrying those bags. oh well, glad grndpas stuff got new homes! "
4,"Saturday, finally!  "
4,"@jasonlog just like Korean's dramas, take 10 min for intro, tears and soundtracks "
4,"Finished helping mother in kitchen. Made biriyani!! Looks good as always   Watching Rocky now, Hey Adrian!! lol"
4,"mmm, coffee and toast. What a nice morning "
4,"listen to, hey stephen by Taylor Swift "
4,"@SPerk15 oh, and congrats on your first coaching win "
4,"@lislBR Yeah We had a great time thanks, great fun! Theme parks by day...Woodland hot tub at night Mmmm x "
4,"@christig Yay Christi!  You didn't say it was part II... But close enough.  Here's your prize &quot;Yes, you're very smart.  Now shut up.&quot; "
4,"@abracadabrazoo Turbo Jam is a great workout! If you need help with support/motivation (for free!), let me know. I'm a Beachbody coach! "
