Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Audi,A6,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18,3105,56300
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20,3105,46900
Audi,A6,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24,3105,62500
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,52100
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,3105,49900
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,3105,46200
Audi,A6,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25,3105,59500
Audi,A6,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,3105,61600
Audi,A6,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,3105,57400
Audi,A6,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25,3105,63700
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,48400
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,53800
Audi,A6,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,22,3105,61600
Audi,A6,2017,premium unleaded (required),340,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,22,3105,67600
Audi,A6,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,21,3105,58600
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,49800
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,354,24,3105,51600
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,34,24,3105,47600
Audi,A7,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,3105,65900
Audi,A7,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,3105,69750
Audi,A7,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,24,3105,68300
Audi,A7,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,24,3105,72150
Audi,A7,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,25,3105,70400
Audi,A7,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30,20,3105,68300
Audi,A7,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,35,24,3105,73050
Audi,A7,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30,20,3105,70950
Audi,A7,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3105,68800
Audi,A7,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3105,71350
Audi,A8,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,36,24,3105,85200
Audi,A8,2016,premium unleaded (required),500,12,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,22,14,3105,137900
Audi,A8,2016,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29,18,3105,90500
Audi,A8,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,3105,81500
Audi,A8,2017,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29,18,3105,91500
Audi,A8,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,19,3105,82500
GMC,Acadia Limited,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,43850
GMC,Acadia Limited,2017,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,45850
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,33975
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,40820
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,42820
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,42095
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,44095
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,38555
GMC,Acadia,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,47690
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,35975
GMC,Acadia,2015,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,49690
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,36555
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,36755
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,44295
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,42295
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,30975
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,36175
GMC,Acadia,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,49890
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,41020
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,34175
GMC,Acadia,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,47890
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,38755
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,43020
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,38350
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,43750
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,35070
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,32450
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,21,549,37070
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,41450
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,21,549,34450
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,29070
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,44920
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,46920
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,41750
Hyundai,Accent,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1439,17395
Hyundai,Accent,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,14895
Hyundai,Accent,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Sedan,37,27,1439,15645
Hyundai,Accent,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1439,16095
Hyundai,Accent,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,Sedan,38,27,1439,14645
Hyundai,Accent,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,16395
Hyundai,Accent,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,Sedan,38,27,1439,14745
Hyundai,Accent,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,14995
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Sedan,37,26,1439,15745
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,17495
Hyundai,Accent,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,16495
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,16195
Hyundai,Accent,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Sedan,37,26,1439,15745
Hyundai,Accent,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,17495
Hyundai,Accent,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,16195
Hyundai,Accent,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,16495
Hyundai,Accent,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,Sedan,38,27,1439,14745
Hyundai,Accent,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,14995
Plymouth,Acclaim,1993,regular unleaded,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,Sedan,29,22,535,2000
Plymouth,Acclaim,1994,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Sedan,25,19,535,2000
Plymouth,Acclaim,1995,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Sedan,26,19,535,2000
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17,2202,34020
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17,2202,36220
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29670
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,34770
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,32570
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29990
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,32890
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202,36540
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202,34340
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,35090
Honda,Accord Hybrid,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,31905
Honda,Accord Hybrid,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,29155
Honda,Accord Hybrid,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,34905
Honda,Accord Hybrid,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,35055
Honda,Accord Hybrid,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,32055
Honda,Accord Hybrid,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,29305
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202,29605
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202,32905
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202,35955
Honda,Accord Plug-In Hybrid,2014,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,46,47,2202,39780
Honda,Accord,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,30775
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,32270
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,32550
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,34,24,2202,23775
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,26300
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,30195
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,34,24,2202,25450
Honda,Accord,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,32550
Honda,Accord,2015,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,35,26,2202,24665
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,24,2202,25030
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,30270
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,25830
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,28495
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,30495
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,30775
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,24,2202,22105
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,28420
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,33630
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,24625
Honda,Accord,2015,regular unleaded,189,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,24,2202,23865
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,22905
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,32745
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,37,27,2202,28670
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,26850
Honda,Accord,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,35,26,2202,25065
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,30745
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,37,27,2202,27380
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,34680
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,27850
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,24725
Honda,Accord,2016,regular unleaded,189,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,23,2202,24265
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,37,27,2202,26380
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,30845
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,23,2202,25580
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,37,27,2202,23005
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,34,23,2202,23875
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,28845
Honda,Accord,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,35,26,2202,26065
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,34,23,2202,26000
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,35,26,2202,25725
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,37,27,2202,24005
Honda,Accord,2016,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,31025
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,34225
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,33025
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,23,2202,22205
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,31025
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,37,27,2202,30670
Honda,Accord,2017,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,26,2202,26215
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,32,23,2202,24025
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,34,26,2202,30995
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,23,2202,22355
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,21,2202,34830
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,32,23,2202,26150
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,21,2202,32895
Honda,Accord,2017,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,26,2202,25215
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,27530
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,28820
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,24155
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,34375
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,21,2202,30895
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,33175
Honda,Accord,2017,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,31175
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,34,26,2202,27000
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,34,26,2202,28000
Honda,Accord,2017,regular unleaded,189,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,23,2202,24415
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,34,26,2202,28995
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,30820
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,31175
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,34,26,2202,25875
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,26530
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,2202,23155
Honda,Accord,2017,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,26,2202,26215
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,23,2202,25730
Honda,Accord,2017,regular unleaded,189,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,23,2202,25415
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,34,26,2202,24875
Oldsmobile,Achieva,1996,regular unleaded,150,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,30,20,26,2000
Oldsmobile,Achieva,1996,regular unleaded,150,4,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,30,20,26,2000
Oldsmobile,Achieva,1997,regular unleaded,150,4,UNKNOWN,front wheel drive,2,Performance,Midsize,Coupe,29,19,26,2000
Oldsmobile,Achieva,1997,regular unleaded,150,4,UNKNOWN,front wheel drive,4,Performance,Midsize,Sedan,29,19,26,2000
Oldsmobile,Achieva,1998,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,27,18,26,2000
BMW,ActiveHybrid 5,2014,premium unleaded (required),335,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,61400
BMW,ActiveHybrid 5,2015,premium unleaded (required),335,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,61900
BMW,ActiveHybrid 5,2016,premium unleaded (required),335,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance,Hybrid",Large,Sedan,30,23,3916,62100
BMW,ActiveHybrid 7,2013,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
BMW,ActiveHybrid 7,2014,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
BMW,ActiveHybrid 7,2015,premium unleaded (required),335,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance,Hybrid",Large,Sedan,30,22,3916,84300
BMW,ActiveHybrid X6,2010,premium unleaded (required),480,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Midsize,4dr SUV,19,17,3916,88900
BMW,ActiveHybrid X6,2011,premium unleaded (required),480,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Midsize,4dr SUV,19,17,3916,88900
Suzuki,Aerio,2005,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Compact,Sedan,26,21,481,17049
Suzuki,Aerio,2005,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Compact,Wagon,28,22,481,16349
Suzuki,Aerio,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Compact,Wagon,28,22,481,15949
Suzuki,Aerio,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Compact,Sedan,28,22,481,13449
Suzuki,Aerio,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Compact,Wagon,28,22,481,15449
Suzuki,Aerio,2005,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Compact,Wagon,26,21,481,17349
