A,B,C,D,AVERAGE
307.0,238.0,576.0,201.0,330.5
12.0,235.0,853.0,419.0,379.75
634.0,218.0,275.0,599.0,431.5
786.0,545.0,999.0,350.0,670.0
101.0,514.0,594.0,706.0,478.75
209.0,777.0,359.0,423.0,442.0
208.0,472.0,683.0,530.0,473.25
930.0,113.0,662.0,337.0,510.5
812.0,611.0,602.0,845.0,717.5
270.0,845.0,472.0,81.0,417.0
27.0,733.0,962.0,907.0,657.25
519.0,926.0,663.0,946.0,763.5
423.0,420.0,860.0,247.0,487.5
570.0,168.0,750.0,890.0,594.5
695.0,126.0,233.0,44.0,274.5
461.0,122.0,549.0,319.0,362.75
640.0,630.0,935.0,503.0,677.0
166.0,81.0,204.0,425.0,219.0
30.0,414.0,43.0,136.0,155.75
405.0,962.0,205.0,725.0,574.25
128.0,856.0,143.0,462.0,397.25
476.0,200.0,121.0,480.0,319.25
29.0,300.0,887.0,587.0,450.75
547.0,93.0,495.0,116.0,312.75
485.0,566.0,951.0,994.0,749.0
520.0,982.0,327.0,210.0,509.75
405.0,322.0,520.0,909.0,539.0
204.0,406.0,637.0,756.0,500.75
670.0,54.0,391.0,175.0,322.5
384.0,662.0,424.0,91.0,390.25
110.0,559.0,967.0,433.0,517.25
840.0,53.0,30.0,394.0,329.25
715.0,138.0,983.0,839.0,668.75
124.0,969.0,966.0,724.0,695.75
428.0,762.0,326.0,660.0,544.0
432.0,325.0,401.0,490.0,412.0
530.0,682.0,791.0,207.0,552.5
875.0,368.0,1.0,131.0,343.75
995.0,591.0,877.0,472.0,733.75
184.0,34.0,424.0,719.0,340.25
566.0,381.0,256.0,361.0,391.0
326.0,151.0,72.0,769.0,329.5
205.0,127.0,280.0,479.0,272.75
908.0,39.0,140.0,7.0,273.5
984.0,700.0,904.0,159.0,686.75
472.0,629.0,532.0,621.0,563.5
17.0,392.0,197.0,340.0,236.5
564.0,652.0,468.0,658.0,585.5
445.0,663.0,893.0,394.0,598.75
540.0,907.0,261.0,319.0,506.75
131.0,51.0,504.0,529.0,303.75
911.0,213.0,572.0,282.0,494.5
266.0,159.0,890.0,463.0,444.5
419.0,187.0,559.0,357.0,380.5
124.0,301.0,904.0,272.0,400.25
994.0,688.0,870.0,154.0,676.5
186.0,297.0,461.0,863.0,451.75
699.0,775.0,244.0,348.0,516.5
515.0,205.0,864.0,22.0,401.5
39.0,603.0,146.0,63.0,212.75
190.0,220.0,341.0,866.0,404.25
996.0,597.0,124.0,799.0,629.0
285.0,0.0,609.0,619.0,378.25
630.0,261.0,856.0,374.0,530.25
39.0,358.0,535.0,302.0,308.5
426.0,398.0,242.0,790.0,464.0
757.0,296.0,638.0,852.0,635.75
376.0,220.0,416.0,749.0,440.25
551.0,807.0,189.0,278.0,456.25
422.0,682.0,0.0,140.0,311.0
337.0,764.0,150.0,76.0,331.75
630.0,267.0,7.0,61.0,241.25
314.0,21.0,653.0,479.0,366.75
76.0,435.0,713.0,42.0,316.5
221.0,113.0,529.0,261.0,281.0
61.0,357.0,990.0,376.0,446.0
974.0,580.0,995.0,440.0,747.25
927.0,645.0,303.0,916.0,697.75
133.0,358.0,778.0,131.0,350.0
126.0,58.0,273.0,43.0,125.0
993.0,337.0,39.0,530.0,474.75
719.0,710.0,432.0,600.0,615.25
640.0,729.0,458.0,365.0,548.0
729.0,210.0,783.0,426.0,537.0
460.0,863.0,333.0,215.0,467.75
276.0,360.0,600.0,146.0,345.5
943.0,268.0,434.0,978.0,655.75
116.0,296.0,710.0,723.0,461.25
816.0,983.0,816.0,446.0,765.25
946.0,614.0,572.0,729.0,715.25
942.0,609.0,439.0,213.0,550.75
791.0,818.0,979.0,105.0,673.25
891.0,975.0,359.0,984.0,802.25
79.0,900.0,575.0,594.0,537.0
940.0,710.0,205.0,56.0,477.75
254.0,817.0,296.0,16.0,345.75
783.0,346.0,51.0,962.0,535.5
879.0,696.0,395.0,63.0,508.25
209.0,481.0,488.0,792.0,492.5
981.0,668.0,112.0,231.0,498.0
653.0,507.0,404.0,312.0,469.0
300.0,426.0,775.0,965.0,616.5
154.0,469.0,660.0,72.0,338.75
990.0,813.0,74.0,90.0,491.75
188.0,404.0,930.0,523.0,511.25
584.0,675.0,486.0,313.0,514.5
571.0,901.0,304.0,729.0,626.25
435.0,887.0,485.0,79.0,471.5
304.0,155.0,829.0,439.0,431.75
631.0,670.0,182.0,37.0,380.0
455.0,154.0,90.0,867.0,391.5
223.0,92.0,374.0,253.0,235.5
183.0,960.0,284.0,160.0,396.75
259.0,320.0,14.0,570.0,290.75
342.0,796.0,36.0,635.0,452.25
650.0,919.0,715.0,554.0,709.5
323.0,664.0,960.0,681.0,657.0
321.0,598.0,129.0,327.0,343.75
129.0,125.0,375.0,120.0,187.25
890.0,555.0,971.0,352.0,692.0
58.0,192.0,668.0,507.0,356.25
842.0,477.0,301.0,60.0,420.0
725.0,129.0,895.0,174.0,480.75
26.0,823.0,915.0,689.0,613.25
237.0,218.0,747.0,78.0,320.0
415.0,897.0,819.0,762.0,723.25
802.0,577.0,380.0,954.0,678.25
512.0,664.0,459.0,321.0,489.0
421.0,608.0,210.0,963.0,550.5
549.0,625.0,97.0,744.0,503.75
92.0,356.0,330.0,338.0,279.0
321.0,557.0,534.0,673.0,521.25
898.0,584.0,800.0,637.0,729.75
616.0,91.0,120.0,79.0,226.5
66.0,16.0,805.0,372.0,314.75
331.0,30.0,480.0,527.0,342.0
781.0,690.0,519.0,466.0,614.0
521.0,626.0,989.0,949.0,771.25
199.0,11.0,487.0,177.0,218.5
376.0,753.0,435.0,179.0,435.75
698.0,753.0,381.0,767.0,649.75
560.0,89.0,772.0,472.0,473.25
427.0,247.0,898.0,680.0,563.0
953.0,186.0,209.0,662.0,502.5
378.0,812.0,702.0,804.0,674.0
801.0,796.0,45.0,203.0,461.25
715.0,241.0,535.0,889.0,595.0
614.0,544.0,257.0,618.0,508.25
89.0,983.0,516.0,398.0,496.5
353.0,413.0,189.0,192.0,286.75
102.0,818.0,507.0,388.0,453.75
853.0,301.0,534.0,425.0,528.25
788.0,498.0,906.0,661.0,713.25
518.0,901.0,739.0,604.0,690.5
437.0,962.0,22.0,964.0,596.25
473.0,612.0,558.0,400.0,510.75
415.0,642.0,554.0,564.0,543.75
166.0,182.0,940.0,174.0,365.5
700.0,325.0,666.0,937.0,657.0
362.0,535.0,318.0,113.0,332.0
951.0,688.0,134.0,588.0,590.25
315.0,370.0,793.0,425.0,475.75
823.0,986.0,702.0,485.0,749.0
588.0,996.0,124.0,258.0,491.5
943.0,353.0,849.0,855.0,750.0
961.0,90.0,894.0,246.0,547.75
545.0,519.0,307.0,927.0,574.5
813.0,632.0,908.0,207.0,640.0
327.0,619.0,609.0,67.0,405.5
444.0,619.0,748.0,999.0,702.5
846.0,574.0,517.0,480.0,604.25
898.0,90.0,985.0,134.0,526.75
471.0,609.0,459.0,697.0,559.0
697.0,733.0,910.0,307.0,661.75
654.0,935.0,8.0,777.0,593.5
367.0,252.0,450.0,230.0,324.75
168.0,832.0,136.0,774.0,477.5
257.0,13.0,18.0,123.0,102.75
690.0,229.0,472.0,910.0,575.25
633.0,898.0,980.0,170.0,670.25
218.0,942.0,987.0,521.0,667.0
843.0,571.0,966.0,839.0,804.75
902.0,744.0,116.0,681.0,610.75
474.0,436.0,777.0,813.0,625.0
443.0,557.0,765.0,432.0,549.25
259.0,588.0,943.0,561.0,587.75
650.0,41.0,946.0,614.0,562.75
593.0,202.0,643.0,509.0,486.75
743.0,339.0,135.0,308.0,381.25
305.0,711.0,720.0,745.0,620.25
799.0,285.0,148.0,146.0,344.5
962.0,751.0,267.0,818.0,699.5
215.0,278.0,846.0,490.0,457.25
194.0,906.0,944.0,14.0,514.5
811.0,808.0,420.0,444.0,620.75
33.0,354.0,768.0,646.0,450.25
304.0,723.0,27.0,503.0,389.25
596.0,780.0,931.0,950.0,814.25
683.0,570.0,659.0,438.0,587.5
577.0,271.0,366.0,784.0,499.5
814.0,546.0,80.0,10.0,362.5
739.0,107.0,591.0,585.0,505.5
318.0,380.0,162.0,141.0,250.25
705.0,526.0,880.0,27.0,534.5
169.0,408.0,397.0,535.0,377.25
306.0,989.0,421.0,920.0,659.0
535.0,386.0,440.0,119.0,370.0
806.0,714.0,368.0,407.0,573.75
989.0,956.0,14.0,725.0,671.0
236.0,871.0,18.0,720.0,461.25
136.0,652.0,231.0,643.0,415.5
496.0,706.0,335.0,470.0,501.75
698.0,717.0,482.0,31.0,482.0
976.0,58.0,99.0,452.0,396.25
203.0,147.0,28.0,810.0,297.0
260.0,662.0,220.0,983.0,531.25
410.0,350.0,916.0,303.0,494.75
664.0,816.0,966.0,47.0,623.25
785.0,30.0,359.0,928.0,525.5
694.0,106.0,1.0,768.0,392.25
488.0,488.0,97.0,263.0,334.0
797.0,147.0,202.0,392.0,384.5
832.0,900.0,494.0,502.0,682.0
79.0,86.0,647.0,182.0,248.5
41.0,926.0,661.0,747.0,593.75
718.0,911.0,97.0,793.0,629.75
584.0,388.0,678.0,983.0,658.25
578.0,272.0,565.0,33.0,362.0
660.0,292.0,56.0,227.0,308.75
346.0,344.0,239.0,949.0,469.5
476.0,19.0,222.0,62.0,194.75
415.0,377.0,693.0,794.0,569.75
654.0,653.0,173.0,395.0,468.75
853.0,879.0,269.0,366.0,591.75
782.0,601.0,781.0,923.0,771.75
822.0,561.0,707.0,415.0,626.25
774.0,790.0,98.0,761.0,605.75
580.0,894.0,987.0,630.0,772.75
211.0,529.0,377.0,389.0,376.5
753.0,221.0,885.0,689.0,637.0
875.0,830.0,743.0,813.0,815.25
750.0,393.0,255.0,375.0,443.25
248.0,994.0,75.0,161.0,369.5
440.0,322.0,406.0,589.0,439.25
657.0,777.0,540.0,680.0,663.5
356.0,894.0,640.0,442.0,583.0
863.0,295.0,106.0,495.0,439.75
998.0,675.0,536.0,942.0,787.75
64.0,107.0,614.0,343.0,282.0
968.0,932.0,458.0,92.0,612.5
241.0,471.0,719.0,9.0,360.0
889.0,676.0,95.0,769.0,607.25
288.0,446.0,884.0,126.0,436.0
159.0,475.0,23.0,990.0,411.75
272.0,638.0,970.0,599.0,619.75
415.0,734.0,801.0,740.0,672.5
865.0,318.0,48.0,340.0,392.75
908.0,872.0,828.0,191.0,699.75
205.0,57.0,70.0,704.0,259.0
933.0,170.0,489.0,656.0,562.0
763.0,882.0,556.0,965.0,791.5
305.0,929.0,581.0,600.0,603.75
803.0,163.0,420.0,949.0,583.75
233.0,618.0,425.0,552.0,457.0
67.0,580.0,647.0,66.0,340.0
276.0,723.0,620.0,173.0,448.0
937.0,418.0,351.0,614.0,580.0
542.0,713.0,654.0,27.0,484.0
686.0,911.0,846.0,722.0,791.25
350.0,928.0,758.0,218.0,563.5
733.0,474.0,752.0,101.0,515.0
509.0,778.0,711.0,266.0,566.0
879.0,613.0,427.0,846.0,691.25
988.0,310.0,837.0,453.0,647.0
987.0,829.0,51.0,394.0,565.25
291.0,908.0,697.0,698.0,648.5
352.0,880.0,977.0,833.0,760.5
268.0,742.0,271.0,0.0,320.25
345.0,729.0,843.0,88.0,501.25
302.0,46.0,817.0,218.0,345.75
784.0,815.0,353.0,921.0,718.25
803.0,928.0,681.0,92.0,626.0
460.0,532.0,927.0,515.0,608.5
38.0,256.0,306.0,875.0,368.75
977.0,79.0,383.0,830.0,567.25
869.0,349.0,432.0,533.0,545.75
828.0,902.0,980.0,456.0,791.5
590.0,16.0,89.0,363.0,264.5
193.0,127.0,314.0,635.0,317.25
279.0,57.0,372.0,596.0,326.0
863.0,294.0,873.0,211.0,560.25
181.0,684.0,26.0,395.0,321.5
203.0,623.0,47.0,872.0,436.25
597.0,409.0,659.0,800.0,616.25
748.0,123.0,457.0,424.0,438.0
503.0,689.0,491.0,486.0,542.25
747.0,318.0,457.0,993.0,628.75
585.0,28.0,529.0,667.0,452.25
182.0,762.0,149.0,39.0,283.0
649.0,588.0,683.0,515.0,608.75
313.0,454.0,186.0,342.0,323.75
986.0,464.0,856.0,246.0,638.0
111.0,803.0,378.0,495.0,446.75
573.0,334.0,678.0,442.0,506.75
706.0,934.0,387.0,775.0,700.5
977.0,60.0,500.0,557.0,523.5
155.0,173.0,672.0,345.0,336.25
331.0,718.0,107.0,674.0,457.5
898.0,256.0,132.0,894.0,545.0
480.0,41.0,880.0,784.0,546.25
900.0,621.0,898.0,971.0,847.5
988.0,418.0,343.0,171.0,480.0
178.0,461.0,222.0,481.0,335.5
748.0,29.0,384.0,21.0,295.5
310.0,172.0,950.0,235.0,416.75
543.0,236.0,104.0,952.0,458.75
465.0,278.0,595.0,747.0,521.25
265.0,429.0,620.0,336.0,412.5
720.0,388.0,192.0,787.0,521.75
420.0,430.0,799.0,940.0,647.25
597.0,847.0,480.0,591.0,628.75
693.0,262.0,522.0,300.0,444.25
348.0,951.0,983.0,651.0,733.25
530.0,566.0,501.0,662.0,564.75
671.0,484.0,168.0,919.0,560.5
803.0,810.0,365.0,83.0,515.25
559.0,292.0,626.0,925.0,600.5
998.0,892.0,343.0,364.0,649.25
110.0,910.0,763.0,321.0,526.0
952.0,143.0,14.0,789.0,474.5
706.0,966.0,9.0,973.0,663.5
708.0,993.0,563.0,74.0,584.5
690.0,750.0,370.0,952.0,690.5
176.0,981.0,123.0,360.0,410.0
612.0,367.0,272.0,695.0,486.5
600.0,47.0,254.0,937.0,459.5
152.0,706.0,38.0,531.0,356.75
240.0,935.0,809.0,508.0,623.0
596.0,62.0,640.0,999.0,574.25
86.0,914.0,165.0,344.0,377.25
726.0,991.0,669.0,134.0,630.0
857.0,926.0,111.0,32.0,481.5
669.0,117.0,278.0,901.0,491.25
668.0,996.0,286.0,165.0,528.75
201.0,924.0,143.0,601.0,467.25
345.0,903.0,188.0,885.0,580.25
32.0,395.0,6.0,244.0,169.25
998.0,942.0,506.0,345.0,697.75
640.0,445.0,375.0,181.0,410.25
447.0,905.0,796.0,970.0,779.5
194.0,897.0,278.0,629.0,499.5
691.0,747.0,715.0,743.0,724.0
124.0,912.0,228.0,500.0,441.0
579.0,262.0,189.0,743.0,443.25
44.0,85.0,266.0,381.0,194.0
68.0,850.0,384.0,321.0,405.75
622.0,426.0,686.0,778.0,628.0
158.0,365.0,920.0,509.0,488.0
966.0,17.0,234.0,206.0,355.75
183.0,987.0,372.0,434.0,494.0
724.0,708.0,168.0,177.0,444.25
890.0,932.0,587.0,162.0,642.75
655.0,334.0,546.0,224.0,439.75
778.0,770.0,487.0,624.0,664.75
213.0,562.0,126.0,525.0,356.5
173.0,439.0,862.0,721.0,548.75
583.0,580.0,761.0,576.0,625.0
585.0,925.0,963.0,84.0,639.25
210.0,384.0,438.0,958.0,497.5
496.0,35.0,858.0,646.0,508.75
317.0,69.0,370.0,647.0,350.75
639.0,170.0,892.0,877.0,644.5
317.0,668.0,450.0,560.0,498.75
509.0,507.0,198.0,137.0,337.75
712.0,961.0,726.0,344.0,685.75
999.0,910.0,371.0,26.0,576.5
571.0,598.0,401.0,392.0,490.5
694.0,502.0,772.0,157.0,531.25
996.0,956.0,932.0,224.0,777.0
881.0,454.0,337.0,656.0,582.0
255.0,564.0,444.0,598.0,465.25
471.0,28.0,959.0,276.0,433.5
194.0,704.0,16.0,16.0,232.5
91.0,214.0,924.0,707.0,484.0
875.0,601.0,973.0,78.0,631.75
723.0,771.0,148.0,487.0,532.25
248.0,591.0,647.0,164.0,412.5
12.0,231.0,839.0,584.0,416.5
574.0,444.0,736.0,343.0,524.25
867.0,921.0,178.0,207.0,543.25
261.0,324.0,131.0,382.0,274.5
525.0,905.0,744.0,853.0,756.75
47.0,619.0,952.0,458.0,519.0
231.0,144.0,819.0,243.0,359.25
209.0,285.0,704.0,834.0,508.0
370.0,32.0,97.0,682.0,295.25
787.0,788.0,86.0,416.0,519.25
123.0,477.0,940.0,875.0,603.75
430.0,274.0,256.0,230.0,297.5
106.0,419.0,968.0,34.0,381.75
398.0,783.0,873.0,468.0,630.5
431.0,836.0,864.0,59.0,547.5
441.0,9.0,668.0,773.0,472.75
167.0,971.0,125.0,736.0,499.75
945.0,842.0,157.0,486.0,607.5
537.0,678.0,356.0,85.0,414.0
135.0,336.0,166.0,882.0,379.75
823.0,175.0,318.0,249.0,391.25
13.0,900.0,375.0,419.0,426.75
202.0,814.0,568.0,593.0,544.25
829.0,463.0,251.0,776.0,579.75
76.0,307.0,462.0,739.0,396.0
530.0,487.0,35.0,858.0,477.5
234.0,393.0,624.0,353.0,401.0
861.0,382.0,279.0,225.0,436.75
714.0,840.0,133.0,337.0,506.0
479.0,959.0,106.0,314.0,464.5
714.0,797.0,247.0,314.0,518.0
165.0,475.0,49.0,873.0,390.5
537.0,958.0,952.0,271.0,679.5
535.0,708.0,698.0,804.0,686.25
267.0,561.0,169.0,498.0,373.75
225.0,514.0,779.0,943.0,615.25
519.0,701.0,344.0,244.0,452.0
486.0,416.0,942.0,853.0,674.25
144.0,459.0,114.0,898.0,403.75
253.0,109.0,33.0,67.0,115.5
598.0,102.0,743.0,257.0,425.0
516.0,990.0,704.0,33.0,560.75
74.0,951.0,271.0,268.0,391.0
990.0,391.0,693.0,478.0,638.0
81.0,258.0,106.0,877.0,330.5
611.0,139.0,752.0,986.0,622.0
147.0,681.0,771.0,575.0,543.5
127.0,949.0,622.0,381.0,519.75
311.0,219.0,848.0,559.0,484.25
346.0,929.0,605.0,349.0,557.25
337.0,335.0,844.0,144.0,415.0
408.0,312.0,140.0,220.0,270.0
687.0,247.0,900.0,464.0,574.5
78.0,641.0,50.0,310.0,269.75
88.0,364.0,296.0,525.0,318.25
259.0,755.0,168.0,357.0,384.75
886.0,414.0,953.0,617.0,717.5
51.0,880.0,941.0,611.0,620.75
620.0,272.0,385.0,87.0,341.0
702.0,872.0,11.0,640.0,556.25
589.0,91.0,722.0,227.0,407.25
699.0,844.0,429.0,6.0,494.5
405.0,658.0,289.0,626.0,494.5
909.0,505.0,744.0,389.0,636.75
420.0,662.0,950.0,90.0,530.5
790.0,889.0,207.0,845.0,682.75
959.0,758.0,442.0,420.0,644.75
604.0,460.0,863.0,599.0,631.5
468.0,692.0,586.0,836.0,645.5
562.0,743.0,32.0,542.0,469.75
941.0,329.0,951.0,320.0,635.25
461.0,542.0,206.0,186.0,348.75
655.0,848.0,495.0,948.0,736.5
985.0,874.0,605.0,20.0,621.0
851.0,179.0,501.0,183.0,428.5
401.0,989.0,727.0,52.0,542.25
86.0,840.0,612.0,124.0,415.5
599.0,239.0,994.0,514.0,586.5
314.0,16.0,201.0,491.0,255.5
150.0,364.0,839.0,290.0,410.75
506.0,569.0,203.0,74.0,338.0
494.0,834.0,407.0,210.0,486.25
102.0,957.0,654.0,106.0,454.75
170.0,80.0,324.0,107.0,170.25
571.0,995.0,793.0,998.0,839.25
288.0,871.0,265.0,414.0,459.5
265.0,89.0,510.0,472.0,334.0
814.0,905.0,476.0,162.0,589.25
173.0,881.0,41.0,44.0,284.75
405.0,473.0,874.0,388.0,535.0
984.0,643.0,199.0,586.0,603.0
692.0,366.0,877.0,831.0,691.5
510.0,836.0,127.0,179.0,413.0
135.0,29.0,331.0,789.0,321.0
631.0,171.0,85.0,293.0,295.0
231.0,650.0,167.0,690.0,434.5
971.0,643.0,292.0,592.0,624.5
306.0,892.0,104.0,901.0,550.75
593.0,841.0,413.0,40.0,471.75
346.0,275.0,436.0,671.0,432.0
157.0,241.0,548.0,950.0,474.0
93.0,233.0,399.0,498.0,305.75
231.0,837.0,968.0,832.0,717.0
805.0,511.0,855.0,573.0,686.0
390.0,212.0,195.0,472.0,317.25
165.0,93.0,712.0,797.0,441.75
397.0,663.0,828.0,835.0,680.75
794.0,178.0,526.0,342.0,460.0
267.0,681.0,988.0,130.0,516.5
597.0,913.0,855.0,370.0,683.75
779.0,876.0,414.0,608.0,669.25
774.0,391.0,644.0,774.0,645.75
824.0,788.0,19.0,178.0,452.25
831.0,986.0,492.0,560.0,717.25
485.0,144.0,46.0,219.0,223.5
640.0,58.0,766.0,268.0,433.0
484.0,104.0,574.0,105.0,316.75
756.0,503.0,658.0,826.0,685.75
761.0,963.0,802.0,418.0,736.0
875.0,191.0,750.0,867.0,670.75
626.0,384.0,560.0,741.0,577.75
183.0,548.0,669.0,805.0,551.25
681.0,673.0,633.0,824.0,702.75
887.0,263.0,239.0,111.0,375.0
231.0,469.0,654.0,876.0,557.5
935.0,915.0,330.0,247.0,606.75
693.0,869.0,196.0,918.0,669.0
51.0,227.0,513.0,714.0,376.25
405.0,540.0,316.0,983.0,561.0
858.0,286.0,651.0,635.0,607.5
205.0,340.0,912.0,673.0,532.5
894.0,352.0,827.0,497.0,642.5
658.0,812.0,547.0,489.0,626.5
817.0,451.0,285.0,367.0,480.0
671.0,362.0,382.0,900.0,578.75
993.0,761.0,33.0,827.0,653.5
158.0,959.0,164.0,503.0,446.0
186.0,178.0,275.0,471.0,277.5
139.0,230.0,288.0,691.0,337.0
708.0,737.0,991.0,611.0,761.75
634.0,674.0,266.0,445.0,504.75
908.0,887.0,418.0,901.0,778.5
547.0,281.0,543.0,237.0,402.0
506.0,301.0,171.0,417.0,348.75
798.0,63.0,834.0,638.0,583.25
457.0,748.0,580.0,199.0,496.0
943.0,251.0,79.0,926.0,549.75
348.0,377.0,175.0,799.0,424.75
721.0,402.0,159.0,856.0,534.5
616.0,478.0,4.0,233.0,332.75
457.0,696.0,918.0,554.0,656.25
794.0,5.0,755.0,605.0,539.75
816.0,88.0,620.0,785.0,577.25
990.0,831.0,761.0,90.0,668.0
762.0,36.0,737.0,829.0,591.0
637.0,423.0,258.0,464.0,445.5
731.0,461.0,389.0,583.0,541.0
352.0,773.0,56.0,41.0,305.5
612.0,882.0,206.0,18.0,429.5
980.0,215.0,198.0,121.0,378.5
537.0,341.0,554.0,81.0,378.25
557.0,161.0,399.0,250.0,341.75
392.0,597.0,691.0,148.0,457.0
79.0,548.0,196.0,952.0,443.75
917.0,306.0,77.0,127.0,356.75
376.0,318.0,969.0,697.0,590.0
657.0,885.0,955.0,478.0,743.75
910.0,340.0,272.0,196.0,429.5
89.0,99.0,740.0,886.0,453.5
745.0,618.0,829.0,709.0,725.25
604.0,592.0,276.0,772.0,561.0
497.0,750.0,302.0,96.0,411.25
581.0,791.0,100.0,1.0,368.25
210.0,469.0,779.0,203.0,415.25
135.0,25.0,847.0,727.0,433.5
468.0,991.0,353.0,506.0,579.5
989.0,100.0,96.0,90.0,318.75
488.0,686.0,433.0,723.0,582.5
142.0,305.0,817.0,990.0,563.5
325.0,627.0,662.0,304.0,479.5
622.0,194.0,833.0,518.0,541.75
198.0,105.0,617.0,373.0,323.25
634.0,900.0,916.0,234.0,671.0
507.0,635.0,703.0,248.0,523.25
276.0,899.0,537.0,49.0,440.25
627.0,203.0,748.0,320.0,474.5
624.0,416.0,320.0,446.0,451.5
377.0,48.0,854.0,0.0,319.75
115.0,905.0,359.0,914.0,573.25
647.0,764.0,267.0,654.0,583.0
921.0,724.0,170.0,192.0,501.75
585.0,351.0,123.0,752.0,452.75
102.0,84.0,729.0,70.0,246.25
493.0,336.0,517.0,339.0,421.25
415.0,135.0,404.0,941.0,473.75
73.0,374.0,5.0,470.0,230.5
126.0,354.0,135.0,568.0,295.75
692.0,925.0,441.0,558.0,654.0
100.0,683.0,44.0,827.0,413.5
406.0,898.0,607.0,921.0,708.0
663.0,603.0,661.0,457.0,596.0
829.0,549.0,200.0,610.0,547.0
273.0,394.0,952.0,981.0,650.0
380.0,841.0,882.0,367.0,617.5
404.0,221.0,481.0,901.0,501.75
467.0,875.0,942.0,12.0,574.0
222.0,337.0,965.0,652.0,544.0
77.0,55.0,846.0,781.0,439.75
77.0,398.0,882.0,646.0,500.75
473.0,303.0,416.0,554.0,436.5
367.0,942.0,915.0,151.0,593.75
169.0,245.0,163.0,748.0,331.25
481.0,240.0,761.0,952.0,608.5
909.0,485.0,783.0,952.0,782.25
864.0,108.0,782.0,890.0,661.0
649.0,164.0,551.0,880.0,561.0
205.0,166.0,613.0,277.0,315.25
194.0,695.0,556.0,474.0,479.75
684.0,348.0,985.0,410.0,606.75
555.0,325.0,36.0,70.0,246.5
326.0,469.0,384.0,415.0,398.5
574.0,714.0,285.0,911.0,621.0
31.0,178.0,829.0,479.0,379.25
80.0,856.0,124.0,412.0,368.0
947.0,320.0,451.0,98.0,454.0
385.0,226.0,514.0,513.0,409.5
741.0,720.0,396.0,610.0,616.75
452.0,72.0,488.0,283.0,323.75
209.0,352.0,863.0,339.0,440.75
230.0,427.0,735.0,248.0,410.0
323.0,801.0,372.0,9.0,376.25
374.0,647.0,150.0,347.0,379.5
664.0,925.0,245.0,183.0,504.25
649.0,163.0,92.0,50.0,238.5
539.0,523.0,630.0,643.0,583.75
401.0,497.0,628.0,699.0,556.25
299.0,372.0,445.0,777.0,473.25
150.0,262.0,480.0,343.0,308.75
891.0,225.0,201.0,581.0,474.5
977.0,167.0,699.0,660.0,625.75
319.0,682.0,225.0,520.0,436.5
55.0,768.0,114.0,849.0,446.5
501.0,72.0,948.0,496.0,504.25
661.0,977.0,683.0,375.0,674.0
527.0,341.0,381.0,929.0,544.5
888.0,255.0,267.0,350.0,440.0
557.0,472.0,968.0,43.0,510.0
167.0,964.0,640.0,581.0,588.0
71.0,360.0,761.0,681.0,468.25
505.0,491.0,846.0,768.0,652.5
978.0,469.0,818.0,728.0,748.25
475.0,542.0,629.0,513.0,539.75
21.0,408.0,665.0,706.0,450.0
960.0,655.0,564.0,539.0,679.5
194.0,590.0,193.0,79.0,264.0
193.0,596.0,641.0,155.0,396.25
184.0,798.0,916.0,508.0,601.5
695.0,551.0,10.0,914.0,542.5
544.0,913.0,624.0,272.0,588.25
280.0,241.0,898.0,766.0,546.25
101.0,315.0,77.0,872.0,341.25
530.0,763.0,797.0,438.0,632.0
146.0,269.0,757.0,879.0,512.75
61.0,921.0,59.0,574.0,403.75
571.0,633.0,755.0,624.0,645.75
178.0,463.0,565.0,123.0,332.25
683.0,219.0,629.0,403.0,483.5
554.0,958.0,943.0,93.0,637.0
191.0,207.0,647.0,682.0,431.75
679.0,176.0,481.0,171.0,376.75
397.0,191.0,912.0,319.0,454.75
753.0,757.0,258.0,913.0,670.25
177.0,479.0,412.0,56.0,281.0
113.0,794.0,883.0,636.0,606.5
788.0,906.0,361.0,883.0,734.5
941.0,577.0,510.0,761.0,697.25
835.0,55.0,29.0,185.0,276.0
831.0,935.0,889.0,580.0,808.75
182.0,235.0,401.0,154.0,243.0
902.0,320.0,235.0,314.0,442.75
733.0,199.0,325.0,896.0,538.25
72.0,999.0,487.0,82.0,410.0
363.0,280.0,256.0,848.0,436.75
360.0,926.0,850.0,709.0,711.25
936.0,923.0,29.0,354.0,560.5
783.0,673.0,503.0,627.0,646.5
666.0,49.0,391.0,204.0,327.5
22.0,897.0,259.0,802.0,495.0
18.0,726.0,890.0,959.0,648.25
343.0,438.0,37.0,856.0,418.5
578.0,765.0,597.0,828.0,692.0
180.0,559.0,878.0,507.0,531.0
749.0,246.0,579.0,954.0,632.0
398.0,348.0,42.0,940.0,432.0
543.0,7.0,716.0,55.0,330.25
809.0,456.0,575.0,566.0,601.5
773.0,73.0,966.0,82.0,473.5
780.0,369.0,106.0,977.0,558.0
6.0,56.0,885.0,751.0,424.5
839.0,123.0,245.0,758.0,491.25
918.0,705.0,759.0,684.0,766.5
796.0,116.0,12.0,615.0,384.75
361.0,318.0,86.0,782.0,386.75
736.0,372.0,346.0,187.0,410.25
64.0,501.0,48.0,284.0,224.25
863.0,978.0,144.0,194.0,544.75
427.0,584.0,984.0,598.0,648.25
461.0,487.0,686.0,926.0,640.0
345.0,90.0,639.0,876.0,487.5
248.0,636.0,663.0,966.0,628.25
593.0,608.0,47.0,319.0,391.75
913.0,365.0,693.0,241.0,553.0
