A,B,C,D,AVERAGE
233,618,425,552,457
67,580,647,66,340
276,723,620,173,448
937,418,351,614,580
542,713,654,27,484
686,911,846,722,791.25
350,928,758,218,563.5
733,474,752,101,515
509,778,711,266,566
879,613,427,846,691.25
988,310,837,453,647
987,829,51,394,565.25
291,908,697,698,648.5
352,880,977,833,760.5
268,742,271,0,320.25
345,729,843,88,501.25
302,46,817,218,345.75
784,815,353,921,718.25
803,928,681,92,626
460,532,927,515,608.5
38,256,306,875,368.75
977,79,383,830,567.25
869,349,432,533,545.75
828,902,980,456,791.5
590,16,89,363,264.5
193,127,314,635,317.25
279,57,372,596,326
863,294,873,211,560.25
181,684,26,395,321.5
203,623,47,872,436.25
597,409,659,800,616.25
748,123,457,424,438
503,689,491,486,542.25
747,318,457,993,628.75
585,28,529,667,452.25
182,762,149,39,283
649,588,683,515,608.75
313,454,186,342,323.75
986,464,856,246,638
111,803,378,495,446.75
573,334,678,442,506.75
706,934,387,775,700.5
977,60,500,557,523.5
155,173,672,345,336.25
331,718,107,674,457.5
898,256,132,894,545
480,41,880,784,546.25
900,621,898,971,847.5
988,418,343,171,480
178,461,222,481,335.5
748,29,384,21,295.5
310,172,950,235,416.75
543,236,104,952,458.75
465,278,595,747,521.25
265,429,620,336,412.5
720,388,192,787,521.75
420,430,799,940,647.25
597,847,480,591,628.75
693,262,522,300,444.25
348,951,983,651,733.25
530,566,501,662,564.75
671,484,168,919,560.5
803,810,365,83,515.25
559,292,626,925,600.5
998,892,343,364,649.25
110,910,763,321,526
952,143,14,789,474.5
706,966,9,973,663.5
708,993,563,74,584.5
690,750,370,952,690.5
176,981,123,360,410
612,367,272,695,486.5
600,47,254,937,459.5
152,706,38,531,356.75
240,935,809,508,623
596,62,640,999,574.25
86,914,165,344,377.25
726,991,669,134,630
857,926,111,32,481.5
669,117,278,901,491.25
668,996,286,165,528.75
201,924,143,601,467.25
345,903,188,885,580.25
32,395,6,244,169.25
998,942,506,345,697.75
640,445,375,181,410.25
447,905,796,970,779.5
194,897,278,629,499.5
691,747,715,743,724
124,912,228,500,441
579,262,189,743,443.25
44,85,266,381,194
68,850,384,321,405.75
622,426,686,778,628
158,365,920,509,488
966,17,234,206,355.75
183,987,372,434,494
724,708,168,177,444.25
890,932,587,162,642.75
655,334,546,224,439.75
778,770,487,624,664.75
213,562,126,525,356.5
173,439,862,721,548.75
583,580,761,576,625
585,925,963,84,639.25
210,384,438,958,497.5
496,35,858,646,508.75
317,69,370,647,350.75
639,170,892,877,644.5
317,668,450,560,498.75
509,507,198,137,337.75
712,961,726,344,685.75
999,910,371,26,576.5
571,598,401,392,490.5
694,502,772,157,531.25
996,956,932,224,777
881,454,337,656,582
255,564,444,598,465.25
471,28,959,276,433.5
194,704,16,16,232.5
91,214,924,707,484
875,601,973,78,631.75
723,771,148,487,532.25
248,591,647,164,412.5
12,231,839,584,416.5
574,444,736,343,524.25
867,921,178,207,543.25
261,324,131,382,274.5
525,905,744,853,756.75
47,619,952,458,519
231,144,819,243,359.25
209,285,704,834,508
370,32,97,682,295.25
787,788,86,416,519.25
123,477,940,875,603.75
430,274,256,230,297.5
106,419,968,34,381.75
398,783,873,468,630.5
431,836,864,59,547.5
441,9,668,773,472.75
167,971,125,736,499.75
945,842,157,486,607.5
537,678,356,85,414
135,336,166,882,379.75
823,175,318,249,391.25
13,900,375,419,426.75
202,814,568,593,544.25
829,463,251,776,579.75
76,307,462,739,396
530,487,35,858,477.5
234,393,624,353,401
861,382,279,225,436.75
714,840,133,337,506
479,959,106,314,464.5
714,797,247,314,518
165,475,49,873,390.5
537,958,952,271,679.5
535,708,698,804,686.25
267,561,169,498,373.75
225,514,779,943,615.25
519,701,344,244,452
486,416,942,853,674.25
144,459,114,898,403.75
253,109,33,67,115.5
598,102,743,257,425
516,990,704,33,560.75
74,951,271,268,391
990,391,693,478,638
81,258,106,877,330.5
611,139,752,986,622
147,681,771,575,543.5
127,949,622,381,519.75
311,219,848,559,484.25
346,929,605,349,557.25
337,335,844,144,415
408,312,140,220,270
687,247,900,464,574.5
78,641,50,310,269.75
88,364,296,525,318.25
259,755,168,357,384.75
886,414,953,617,717.5
51,880,941,611,620.75
620,272,385,87,341
702,872,11,640,556.25
589,91,722,227,407.25
699,844,429,6,494.5
405,658,289,626,494.5
909,505,744,389,636.75
420,662,950,90,530.5
790,889,207,845,682.75
959,758,442,420,644.75
604,460,863,599,631.5
468,692,586,836,645.5
562,743,32,542,469.75
941,329,951,320,635.25
461,542,206,186,348.75
655,848,495,948,736.5
985,874,605,20,621
851,179,501,183,428.5
401,989,727,52,542.25
86,840,612,124,415.5
599,239,994,514,586.5
314,16,201,491,255.5
150,364,839,290,410.75
506,569,203,74,338
494,834,407,210,486.25
102,957,654,106,454.75
170,80,324,107,170.25
571,995,793,998,839.25
288,871,265,414,459.5
265,89,510,472,334
814,905,476,162,589.25
173,881,41,44,284.75
405,473,874,388,535
984,643,199,586,603
692,366,877,831,691.5
510,836,127,179,413
135,29,331,789,321
631,171,85,293,295
231,650,167,690,434.5
971,643,292,592,624.5
306,892,104,901,550.75
593,841,413,40,471.75
346,275,436,671,432
157,241,548,950,474
93,233,399,498,305.75
231,837,968,832,717
805,511,855,573,686
390,212,195,472,317.25
165,93,712,797,441.75
397,663,828,835,680.75
794,178,526,342,460
267,681,988,130,516.5
597,913,855,370,683.75
779,876,414,608,669.25
774,391,644,774,645.75
824,788,19,178,452.25
831,986,492,560,717.25
485,144,46,219,223.5
640,58,766,268,433
484,104,574,105,316.75
756,503,658,826,685.75
761,963,802,418,736
875,191,750,867,670.75
626,384,560,741,577.75
183,548,669,805,551.25
681,673,633,824,702.75
887,263,239,111,375
231,469,654,876,557.5
935,915,330,247,606.75
693,869,196,918,669
51,227,513,714,376.25
405,540,316,983,561
858,286,651,635,607.5
205,340,912,673,532.5
894,352,827,497,642.5
658,812,547,489,626.5
817,451,285,367,480
671,362,382,900,578.75
993,761,33,827,653.5
158,959,164,503,446
186,178,275,471,277.5
139,230,288,691,337
708,737,991,611,761.75
634,674,266,445,504.75
908,887,418,901,778.5
547,281,543,237,402
506,301,171,417,348.75
798,63,834,638,583.25
457,748,580,199,496
943,251,79,926,549.75
348,377,175,799,424.75
721,402,159,856,534.5
616,478,4,233,332.75
457,696,918,554,656.25
794,5,755,605,539.75
816,88,620,785,577.25
990,831,761,90,668
762,36,737,829,591
637,423,258,464,445.5
731,461,389,583,541
352,773,56,41,305.5
612,882,206,18,429.5
980,215,198,121,378.5
537,341,554,81,378.25
557,161,399,250,341.75
392,597,691,148,457
79,548,196,952,443.75
917,306,77,127,356.75
376,318,969,697,590
657,885,955,478,743.75
910,340,272,196,429.5
89,99,740,886,453.5
745,618,829,709,725.25
604,592,276,772,561
497,750,302,96,411.25
581,791,100,1,368.25
210,469,779,203,415.25
135,25,847,727,433.5
468,991,353,506,579.5
989,100,96,90,318.75
488,686,433,723,582.5
142,305,817,990,563.5
325,627,662,304,479.5
622,194,833,518,541.75
198,105,617,373,323.25
634,900,916,234,671
507,635,703,248,523.25
276,899,537,49,440.25
627,203,748,320,474.5
624,416,320,446,451.5
377,48,854,0,319.75
115,905,359,914,573.25
647,764,267,654,583
921,724,170,192,501.75
585,351,123,752,452.75
102,84,729,70,246.25
493,336,517,339,421.25
415,135,404,941,473.75
73,374,5,470,230.5
126,354,135,568,295.75
692,925,441,558,654
100,683,44,827,413.5
406,898,607,921,708
663,603,661,457,596
829,549,200,610,547
273,394,952,981,650
380,841,882,367,617.5
404,221,481,901,501.75
467,875,942,12,574
222,337,965,652,544
77,55,846,781,439.75
77,398,882,646,500.75
473,303,416,554,436.5
367,942,915,151,593.75
169,245,163,748,331.25
481,240,761,952,608.5
909,485,783,952,782.25
864,108,782,890,661
649,164,551,880,561
205,166,613,277,315.25
194,695,556,474,479.75
684,348,985,410,606.75
555,325,36,70,246.5
326,469,384,415,398.5
574,714,285,911,621
31,178,829,479,379.25
80,856,124,412,368
947,320,451,98,454
385,226,514,513,409.5
741,720,396,610,616.75
452,72,488,283,323.75
209,352,863,339,440.75
230,427,735,248,410
323,801,372,9,376.25
374,647,150,347,379.5
664,925,245,183,504.25
649,163,92,50,238.5
539,523,630,643,583.75
401,497,628,699,556.25
299,372,445,777,473.25
150,262,480,343,308.75
891,225,201,581,474.5
977,167,699,660,625.75
319,682,225,520,436.5
55,768,114,849,446.5
501,72,948,496,504.25
661,977,683,375,674
527,341,381,929,544.5
888,255,267,350,440
557,472,968,43,510
167,964,640,581,588
71,360,761,681,468.25
505,491,846,768,652.5
978,469,818,728,748.25
475,542,629,513,539.75
21,408,665,706,450
960,655,564,539,679.5
194,590,193,79,264
193,596,641,155,396.25
184,798,916,508,601.5
695,551,10,914,542.5
544,913,624,272,588.25
280,241,898,766,546.25
101,315,77,872,341.25
530,763,797,438,632
146,269,757,879,512.75
61,921,59,574,403.75
571,633,755,624,645.75
178,463,565,123,332.25
683,219,629,403,483.5
554,958,943,93,637
191,207,647,682,431.75
679,176,481,171,376.75
397,191,912,319,454.75
753,757,258,913,670.25
177,479,412,56,281
113,794,883,636,606.5
788,906,361,883,734.5
941,577,510,761,697.25
835,55,29,185,276
831,935,889,580,808.75
182,235,401,154,243
902,320,235,314,442.75
733,199,325,896,538.25
72,999,487,82,410
363,280,256,848,436.75
360,926,850,709,711.25
936,923,29,354,560.5
783,673,503,627,646.5
666,49,391,204,327.5
22,897,259,802,495
18,726,890,959,648.25
343,438,37,856,418.5
578,765,597,828,692
180,559,878,507,531
749,246,579,954,632
398,348,42,940,432
543,7,716,55,330.25
809,456,575,566,601.5
773,73,966,82,473.5
780,369,106,977,558
6,56,885,751,424.5
839,123,245,758,491.25
918,705,759,684,766.5
796,116,12,615,384.75
361,318,86,782,386.75
736,372,346,187,410.25
64,501,48,284,224.25
863,978,144,194,544.75
427,584,984,598,648.25
461,487,686,926,640
345,90,639,876,487.5
248,636,663,966,628.25
593,608,47,319,391.75
913,365,693,241,553
153,949,270,223,398.75
650,630,242,389,477.75
635,144,509,519,451.75
749,559,94,710,528
163,965,961,995,771
126,891,833,65,478.75
620,712,966,299,649.25
519,487,809,887,675.5
16,874,400,92,345.5
322,791,348,628,522.25
697,661,26,192,394
561,923,260,484,557
639,943,787,17,596.5
637,891,770,217,628.75
147,691,497,509,461
728,611,53,203,398.75
848,327,854,487,629
440,194,670,347,412.75
934,938,363,534,692.25
26,950,82,581,409.75
904,565,760,985,803.5
519,256,416,983,543.5
140,197,154,230,180.25
543,709,957,392,650.25
761,408,429,306,476
979,899,18,12,477
580,502,116,448,411.5
633,36,166,117,238
304,927,615,555,600.25
948,87,432,252,429.75
242,715,714,461,533
97,798,968,454,579.25
260,300,506,244,327.5
193,629,930,790,635.5
92,189,192,199,168
153,767,136,178,308.5
150,571,212,713,411.5
120,402,685,881,522
90,860,507,706,540.75
262,675,224,372,383.25
871,593,631,188,570.75
991,104,200,124,354.75
101,236,67,258,165.5
964,393,164,941,615.5
334,943,320,367,491
163,52,998,746,489.75
108,957,983,420,617
241,511,678,14,361
298,487,344,691,455
207,189,204,524,281
423,990,865,110,597
98,163,982,702,486.25
960,803,966,61,697.5
466,871,413,44,448.5
689,208,39,785,430.25
250,158,577,172,289.25
847,749,306,909,702.75
405,209,617,407,409.5
141,304,797,608,462.5
652,199,181,154,296.5
268,655,357,629,477.25
519,853,114,263,437.25
901,596,467,93,514.25
811,722,141,257,482.75
893,202,616,364,518.75
863,449,297,807,604
52,741,432,225,362.5
653,720,461,779,653.25
142,56,237,783,304.5
556,357,411,231,388.75
616,550,196,290,413
403,944,138,29,378.5
815,679,252,133,469.75
881,466,640,63,512.5
102,435,962,301,450
159,70,353,56,159.5
779,577,469,2,456.75
626,233,602,816,569.25
78,379,588,875,480
91,5,878,561,383.75
54,496,26,482,264.5
357,852,110,364,420.75
788,752,529,547,654
531,462,605,838,609
844,800,42,211,474.25
188,33,937,588,436.5
700,573,592,83,487
320,529,781,948,644.5
460,871,591,763,671.25
668,301,617,200,446.5
369,637,817,592,603.75
175,765,521,812,568.25
265,990,563,207,506.25
901,494,584,767,686.5
303,256,397,174,282.5
915,571,777,403,666.5
289,642,101,540,393
166,370,845,784,541.25
708,621,62,26,354.25
34,453,790,98,343.75
931,535,243,392,525.25
117,856,226,726,481.25
377,312,585,861,533.75
865,772,489,914,760
639,158,484,790,517.75
51,78,972,565,416.5
687,907,13,115,430.5
628,208,321,439,399
377,235,266,768,411.5
810,259,168,201,359.5
562,981,351,601,623.75
205,567,41,607,355
127,602,508,393,407.5
880,192,217,605,473.5
32,478,628,490,407
129,193,252,435,252.25
832,707,534,975,762
24,60,951,467,375.5
96,145,248,423,228
410,614,159,689,468
399,755,930,956,760
391,271,668,40,342.5
49,129,688,811,419.25
899,277,654,603,608.25
225,238,4,117,146
262,30,694,736,430.5
209,313,679,350,387.75
263,346,757,664,507.5
90,133,71,10,76
19,400,222,202,210.75
852,520,180,700,563
247,488,84,877,424
655,121,101,740,404.25
965,83,44,366,364.5
244,160,925,273,400.5
120,542,16,218,224
976,12,709,551,562
983,26,617,185,452.75
268,787,77,603,433.75
660,896,196,552,576
897,564,435,214,527.5
107,438,622,935,525.5
737,469,226,239,417.75
768,780,590,156,573.5
72,16,707,538,333.25
922,147,519,115,425.75
794,774,290,197,513.75
746,414,284,370,453.5
917,229,864,645,663.75
747,931,795,328,700.25
3,116,514,426,264.75
86,612,105,356,289.75
961,185,645,62,463.25
567,947,296,415,556.25
449,690,322,374,458.75
828,577,970,100,618.75
634,841,249,164,472
883,959,195,44,520.25
304,194,484,701,420.75
575,227,610,88,375
987,813,826,436,765.5
919,846,85,304,538.5
917,671,310,55,488.25
942,283,236,736,549.25
605,902,364,261,533
373,9,699,843,481
920,703,486,947,764
16,769,164,903,463
771,148,355,880,538.5
288,53,556,756,413.25
391,709,709,57,466.5
364,270,158,309,275.25
700,453,896,199,562
48,992,53,53,286.5
57,57,328,131,143.25
492,165,251,109,254.25
37,124,320,325,201.5
611,944,472,51,519.5
252,86,373,69,195
842,158,535,203,434.5
536,350,507,249,410.5
605,54,305,957,480.25
409,150,883,922,591
805,876,559,360,650
924,906,634,953,854.25
360,445,627,843,568.75
86,874,85,650,423.75
912,769,432,268,595.25
822,224,430,268,436
711,989,691,720,777.75
579,861,20,581,510.25
94,640,913,997,661
137,857,684,843,630.25
945,151,898,91,521.25
386,603,490,951,607.5
556,585,637,889,666.75
678,141,376,101,324
278,919,639,769,651.25
526,383,597,773,569.75
817,12,542,525,474
521,820,860,156,589.25
53,412,791,114,342.5
684,546,375,451,514
201,86,689,732,427
286,250,191,606,333.25
698,367,164,316,386.25
508,538,101,289,359
851,272,98,429,412.5
675,338,63,336,353
501,83,676,34,323.5
604,84,936,425,512.25
508,493,881,843,681.25
350,797,309,439,473.75
74,491,24,196,196.25
955,840,58,183,509
665,8,466,606,436.25
352,682,323,290,411.75
571,420,30,747,442
978,65,173,705,480.25
544,253,578,640,503.75
771,43,21,55,222.5
428,619,556,222,456.25
888,209,61,160,329.5
880,294,344,417,483.75
255,952,587,197,497.75
535,830,175,748,572
973,684,409,48,528.5
631,528,936,6,525.25
138,965,377,287,441.75
220,393,886,487,496.5
776,876,78,122,463
329,653,468,721,542.75
391,387,742,586,526.5
641,689,869,286,621.25
627,485,508,623,560.75
237,62,776,369,361
786,992,642,435,713.75
910,451,199,152,428
573,922,381,838,678.5
734,412,406,241,448.25
467,771,435,177,462.5
555,980,150,321,501.5
899,810,430,222,590.25
244,174,22,873,328.25
541,567,180,381,417.25
914,280,298,898,597.5
879,256,733,693,640.25
467,703,144,378,423
509,730,939,679,714.25
365,412,770,707,563.5
890,109,601,851,612.75
57,944,834,450,571.25
599,499,678,295,517.75
564,324,955,746,647.25
273,36,487,411,301.75
443,875,7,503,457
785,226,188,494,423.25
945,986,323,146,600
886,954,549,126,628.75
364,25,889,376,413.5
100,395,711,878,521
78,3,611,177,217.25
954,608,931,662,788.75
966,131,803,441,585.25
660,862,769,217,627
899,673,646,499,679.25
710,115,544,676,511.25
610,751,398,669,607
863,401,655,78,499.25
926,335,549,662,618
606,489,693,547,583.75
748,978,791,352,717.25
101,924,161,285,367.75
737,709,639,80,541.25
504,132,964,989,647.25
540,239,337,306,355.5
328,899,398,971,649
314,43,96,970,355.75
437,982,446,838,675.75
981,200,578,324,520.75
726,147,255,736,466
308,93,651,379,357.75
935,217,850,824,706.5
464,970,127,584,536.25
647,650,881,955,783.25
860,863,755,101,644.75
687,752,342,417,549.5
909,801,685,974,842.25
226,44,345,151,191.5
134,614,290,205,310.75
362,889,501,727,619.75
398,817,384,315,478.5
533,403,62,517,378.75
522,715,160,764,540.25
96,34,810,324,316
427,494,681,618,555
259,765,112,705,460.25
353,957,931,472,678.25
184,919,58,466,406.75
22,163,469,120,193.5
855,642,478,868,710.75
879,495,730,667,692.75
238,277,281,696,373
665,541,69,86,340.25
579,61,371,353,341
735,823,839,243,660
707,76,186,140,277.25
70,882,504,124,395
855,841,340,713,687.25
540,31,467,786,456
859,944,459,370,658
985,609,408,142,536
906,1,937,436,570
700,818,350,722,647.5
636,118,19,94,216.75
197,595,833,979,651
988,647,362,438,608.75
826,103,10,111,262.5
810,473,418,731,608
40,254,857,316,366.75
694,131,268,250,335.75
114,493,139,540,321.5
477,775,460,997,677.25
962,626,790,228,651.5
904,60,453,346,440.75
389,721,255,200,391.25
212,101,555,436,326
173,219,149,408,237.25
247,62,834,672,453.75
658,949,418,277,575.5
69,818,236,375,374.5
207,143,981,891,555.5
951,557,250,85,460.75
759,874,224,728,646.25
323,98,725,550,424
884,367,5,668,481
865,809,473,85,558
979,852,240,187,564.5
580,770,207,117,418.5
775,519,90,842,556.5
579,996,349,904,707
652,136,443,37,317
122,864,526,635,536.75
657,353,77,667,438.5
87,375,453,568,370.75
330,2,443,985,440
734,768,271,586,589.75
651,443,601,205,475
440,457,239,271,351.75
311,653,525,581,517.5
222,829,923,182,539
288,186,640,962,519
329,730,651,4,428.5
170,163,868,781,495.5
399,649,508,240,449
972,211,499,90,443
747,588,799,137,567.75
244,225,674,167,327.5
367,299,899,9,393.5
116,722,117,305,315
747,158,501,199,401.25
963,808,517,410,674.5
280,235,889,998,600.5
612,730,285,869,624
525,31,396,458,352.5
304,434,532,242,378
37,299,902,835,518.25
900,753,862,453,742
964,851,881,291,746.75
178,775,917,935,701.25
911,399,993,844,786.75
327,136,178,306,236.75
416,214,767,972,592.25
460,140,869,918,596.75
1,941,278,60,320
451,863,845,605,691
679,983,619,10,572.75
911,171,581,199,465.5
377,621,764,533,573.75
308,250,34,778,342.5
557,176,251,844,457
506,290,143,687,406.5
190,499,557,446,423
433,999,861,804,774.25
975,534,85,939,633.25
644,713,411,986,688.5
379,994,511,374,564.5
836,321,143,805,526.25
712,331,894,748,671.25
996,279,806,405,621.5
328,887,703,739,664.25
115,966,641,1,430.75
33,892,596,979,625
136,267,862,574,459.75
180,730,211,249,342.5
93,644,269,813,454.75
704,154,832,996,671.5
438,888,227,97,412.5
266,179,307,990,435.5
759,692,744,545,685
462,678,795,545,620
801,159,153,376,372.25
164,975,722,402,565.75
55,935,404,571,491.25
868,342,540,977,681.75
950,378,548,812,672
282,571,859,45,439.25
109,491,71,374,261.25
567,711,801,394,618.25
535,75,747,355,428
43,92,326,706,291.75
773,119,244,647,445.75
193,746,873,858,667.5
351,435,46,624,364
565,320,34,887,451.5
343,169,811,173,374
476,972,140,871,614.75
990,961,591,108,662.5
141,766,820,917,661
607,226,234,481,387
374,35,631,956,499
562,295,463,812,533
765,533,908,713,729.75
771,177,433,374,438.75
420,862,445,70,449.25
772,653,302,673,600
572,133,486,6,299.25
736,788,749,421,673.5
197,381,250,165,248.25
49,489,202,965,426.25
959,845,875,50,682.25
357,111,18,652,284.5
402,292,928,151,443.25
931,781,916,548,794
966,176,464,501,526.75
798,564,858,164,596
770,234,903,893,700
693,268,936,979,719
111,819,138,143,302.75
469,717,144,920,562.5
903,896,279,509,646.75
975,223,713,404,578.75
301,894,518,425,534.5
603,600,552,832,646.75
286,569,994,623,618
515,972,215,942,661
567,466,648,551,558
814,87,959,978,709.5
774,703,490,969,734
638,484,425,141,422
641,810,731,776,739.5
271,303,591,516,420.25
204,369,144,877,398.5
820,924,290,411,611.25
545,488,161,880,518.5
45,509,996,578,532
224,531,924,527,551.5
502,850,722,417,622.75
838,209,468,444,489.75
515,269,355,258,349.25
680,791,737,196,601
385,637,218,147,346.75
860,73,753,254,485
537,684,229,375,456.25
564,146,477,825,503
525,189,872,723,577.25
761,375,152,296,396
725,65,453,513,439
746,168,570,487,492.75
584,342,332,340,399.5
806,648,500,259,553.25
799,160,976,591,631.5
721,175,576,643,528.75
442,973,535,189,534.75
257,906,312,960,608.75
378,64,174,757,343.25
879,476,446,705,626.5
227,927,546,722,605.5
413,173,273,571,357.5
909,162,639,876,646.5
9,551,137,745,360.5
469,287,547,755,514.5
52,327,901,92,343
41,11,451,949,363
618,242,53,462,343.75
252,215,435,10,228
979,772,859,968,894.5
545,837,248,56,421.5
129,858,530,751,567
315,571,365,221,368
333,198,169,597,324.25
749,122,80,877,457
14,879,12,986,472.75
394,795,252,163,401
945,51,24,205,306.25
868,216,10,514,402
769,724,281,232,501.5
627,397,782,873,669.75
497,479,321,970,566.75
781,821,140,465,551.75
988,525,142,60,428.75
632,226,820,558,559
558,279,619,990,611.5
679,180,806,766,607.75
473,819,956,105,588.25
101,363,689,262,353.75
881,530,558,341,577.5
251,664,797,727,609.75
86,329,696,61,293
206,53,625,13,224.25
97,728,150,937,478
515,544,561,906,631.5
574,597,395,461,506.75
117,992,98,305,378
936,493,606,774,702.25
914,296,625,346,545.25
522,236,792,94,411
52,261,706,588,401.75
818,220,808,679,631.25
757,911,984,852,876
446,909,16,570,485.25
939,0,798,646,595.75
289,595,146,538,392
204,819,299,344,416.5
515,200,278,910,475.75
451,635,405,502,498.25
625,753,674,442,623.5
248,615,471,502,459
604,445,529,474,513
480,312,492,440,431
64,431,491,531,379.25
248,164,208,601,305.25
965,827,638,863,823.25
341,532,687,758,579.5
564,765,223,577,532.25
973,959,965,182,769.75
728,306,528,779,585.25
190,381,87,892,387.5
877,735,119,890,655.25
92,388,986,716,545.5
32,62,675,389,289.5
222,90,197,196,176.25
536,627,37,711,477.75
174,519,823,667,545.75
906,720,407,313,586.5
56,426,775,469,431.5
801,120,878,69,467
600,84,930,140,438.5
975,901,650,86,653
811,911,597,678,749.25
612,101,434,83,307.5
767,710,120,100,424.25
106,984,83,354,381.75
436,890,203,733,565.5
926,893,351,519,672.25
824,444,555,752,643.75
627,716,863,254,615
77,686,310,657,432.5
899,630,677,941,786.75
22,340,404,208,243.5
797,908,295,604,651
752,624,785,661,705.5
906,728,891,23,637
207,425,962,190,446
363,927,455,36,445.25
685,746,893,963,821.75
368,584,237,19,302
6,180,985,28,299.75
961,192,157,87,349.25
877,34,939,410,565
96,950,746,179,492.75
813,788,356,416,593.25
580,900,762,81,580.75
139,942,560,972,653.25
249,719,940,883,697.75
861,321,706,981,717.25
577,369,948,43,484.25
753,671,532,313,567.25
328,324,447,905,501
115,621,258,580,393.5
820,999,332,733,721
841,660,482,80,515.75
276,872,129,338,403.75
158,418,47,295,229.5
31,467,642,93,308.25
87,639,840,553,529.75
907,776,308,303,573.5
127,561,931,233,463
604,640,313,637,548.5
473,366,742,737,579.5
649,969,651,439,677
169,413,589,824,498.75
723,78,830,157,447
646,780,872,656,738.5
736,799,596,687,704.5
940,375,988,543,711.5
650,60,942,665,579.25
22,765,250,545,395.5
764,335,319,953,592.75
303,627,619,254,450.75
721,989,130,607,611.75
685,186,769,236,469
604,977,849,782,803
172,97,522,666,364.25
821,453,171,770,553.75
678,424,209,565,469
15,744,603,342,426
103,670,772,0,386.25
830,450,313,477,517.5
66,403,639,939,511.75
388,497,795,682,590.5
790,87,650,100,406.75
883,961,857,239,735
582,357,508,957,601
155,627,346,326,363.5
603,733,67,397,450
371,577,790,664,600.5
93,443,448,475,364.75
566,514,270,592,485.5
727,32,328,904,497.75
585,740,404,755,621
636,99,53,900,422
124,990,991,997,775.5
23,389,196,334,235.5
94,586,680,592,488
740,509,380,390,504.75
610,543,966,917,759
397,720,75,13,301.25
216,196,788,523,430.75
632,976,372,893,718.25
452,807,81,473,453.25
558,155,871,628,553
545,564,375,103,396.75
635,434,392,863,581
606,415,854,923,699.5
598,627,730,936,722.75
608,767,38,953,591.5
12,781,49,781,405.75
644,58,854,11,391.75
6,761,865,528,540
277,231,776,386,417.5
29,656,435,618,434.5
509,599,284,328,430
127,486,613,657,470.75
459,886,727,618,672.5
718,900,76,443,534.25
491,940,643,287,590.25
644,764,0,921,582.25
758,667,62,16,375.75
520,85,548,66,304.75
875,603,773,49,575
181,671,844,825,630.25
264,712,452,310,434.5
462,223,293,87,266.25
740,373,895,385,598.25
360,835,624,792,652.75
510,877,694,936,754.25
488,226,871,610,548.75
574,92,251,486,350.75
46,584,874,748,563
424,229,707,624,496
995,197,495,377,516
112,380,829,444,441.25
632,320,289,390,407.75
90,583,966,975,653.5
426,793,580,901,675
682,792,757,557,697
709,114,148,313,321
778,72,117,162,282.25
822,771,995,739,831.75
813,947,192,177,532.25
632,208,15,306,290.25
441,817,226,9,373.25
252,196,565,528,385.25
747,839,112,534,558
757,330,238,5,332.5
499,256,581,250,396.5
230,609,393,194,356.5
670,75,719,902,591.5
748,859,645,313,641.25
855,912,226,806,699.75
289,906,574,665,608.5
941,645,257,101,486
940,566,332,788,656.5
217,643,509,856,556.25
737,624,979,760,775
101,513,919,198,432.75
324,376,457,419,394
779,491,469,484,555.75
648,878,625,859,752.5
330,964,762,551,651.75
883,331,345,752,577.75
535,907,407,708,639.25
858,610,399,118,496.25
814,415,500,671,600
498,636,13,787,483.5
309,995,789,97,547.5
216,672,724,518,532.5
382,916,242,306,461.5
871,952,845,687,838.75
609,353,720,147,457.25
810,639,975,783,801.75
99,596,789,993,619.25
78,315,518,52,240.75
370,977,37,964,587
608,152,50,90,225
613,416,566,717,578
335,374,85,841,408.75
147,754,525,785,552.75
740,180,558,811,572.25
757,195,53,487,373
83,331,297,122,208.25
891,337,222,583,508.25
752,301,405,341,449.75
702,51,97,704,388.5
862,196,193,974,556.25
173,824,993,672,665.5
245,173,109,70,149.25
130,22,983,290,356.25
661,572,29,59,330.25
87,32,946,672,434.25
721,775,71,587,538.5
819,572,781,417,647.25
815,361,519,858,638.25
490,619,661,385,538.75
243,959,982,363,636.75
142,220,107,536,251.25
271,433,408,957,517.25
791,358,627,775,637.75
649,242,107,984,495.5
319,910,281,133,410.75
825,177,530,423,488.75
853,363,419,172,451.75
727,329,17,472,386.25
659,216,453,244,393
184,484,908,32,402
680,447,147,916,547.5
325,601,78,202,301.5
216,305,161,535,304.25
128,745,654,264,447.75
651,693,61,952,589.25
761,411,604,714,622.5
435,93,317,914,439.75
701,486,964,243,598.5
474,450,369,704,499.25
512,321,78,598,377.25
477,538,295,525,458.75
773,45,905,214,484.25
304,942,542,624,603
278,152,811,452,423.25
575,393,663,916,636.75
185,868,538,349,485
656,644,22,596,479.5
836,54,187,507,396
356,524,139,109,282
857,0,737,391,496.25
19,945,746,719,607.25
570,46,980,472,517
219,11,302,498,257.5
929,700,904,890,855.75
137,248,259,361,251.25
908,246,223,934,577.75
795,757,149,985,671.5
674,69,311,157,302.75
566,27,184,209,246.5
63,339,694,948,511
205,415,492,376,372
605,403,395,343,436.5
627,580,209,693,527.25
482,687,95,355,404.75
795,380,28,835,509.5
880,234,47,971,533
123,330,239,836,382
125,856,335,482,449.5
154,438,95,45,183
350,648,649,938,646.25
246,431,636,787,525
50,619,244,632,386.25
821,821,816,486,736
43,242,717,734,434
1,582,217,91,222.75
129,653,481,806,517.25
